alpha,lambda20,kappa,score
0.75,1.0,1.2,1.2074539125393509
0.75,0.75,1.2,1.2194507330572573
0.75,1.0,1.0,1.2267088448178536
0.5,1.0,1.2,1.2272841905466851
0.75,0.5,1.2,1.2350142892221891
1.0,1.0,1.0,1.2400382926890323
0.5,0.75,1.2,1.2412594065970504
0.75,0.75,1.0,1.2422553417086404
1.0,0.75,1.0,1.2455902746912286
1.0,0.75,1.2,1.2485556801048636
1.0,1.0,1.2,1.2532218892373221
0.75,0.25,1.2,1.2535543474989588
1.0,0.5,1.2,1.2539806130526951
0.5,0.5,1.2,1.2561990522755277
1.0,1.0,0.8,1.2573931053448546
1.0,0.5,1.0,1.2585500851883251
0.75,0.5,1.0,1.2604197637445615
0.5,1.0,1.0,1.2646304090739386
1.0,0.25,1.2,1.2678473867953803
1.0,0.75,0.8,1.2712178609422344
0.5,0.25,1.2,1.2721605787709398
0.75,1.0,0.8,1.2729729951601763
0.75,0.0,1.2,1.2748511129276532
1.0,0.25,1.0,1.2775413085377387
0.5,0.75,1.0,1.2794829236075191
0.75,0.25,1.0,1.2808143140067014
0.25,1.0,1.2,1.2869826217915294
1.0,0.0,1.2,1.2887835383320205
0.5,0.0,1.2,1.2888451121349371
1.0,0.5,0.8,1.2899873505690362
0.75,0.75,0.8,1.2912220505493603
0.5,0.5,1.0,1.2950570429973958
0.25,0.75,1.2,1.295433868764123
1.25,0.75,0.8,1.299373782195928
1.0,0.0,1.0,1.3015936650244453
0.75,0.0,1.0,1.303420312793922
0.25,0.5,1.2,1.3040451041810326
1.25,0.5,1.0,1.3054665671762178
1.25,1.0,0.8,1.305552554257196
1.25,0.5,0.8,1.3059067074736133
0.5,0.25,1.0,1.3112215822238251
0.75,0.5,0.8,1.3113873632599322
1.0,0.25,0.8,1.3125605465274846
1.25,0.75,1.0,1.3126545609628364
1.25,0.25,1.0,1.3127883006363001
0.25,0.25,1.2,1.3128012362831118
0.25,0.0,1.2,1.3216579909852213
1.25,0.25,0.8,1.3226726498585146
0.5,1.0,0.8,1.3274306238781473
0.5,0.0,1.0,1.327788172615991
1.25,0.25,1.2,1.3297547606083016
1.25,0.0,1.0,1.3318707508600172
0.25,1.0,1.0,1.332661717449081
0.75,0.25,0.8,1.3329243436235585
1.25,0.5,1.2,1.333687315305329
1.25,1.0,1.0,1.338134564415818
1.0,0.0,0.8,1.3385892674374613
0.25,0.75,1.0,1.340874856599754
1.25,0.0,1.2,1.3412822993864921
0.5,0.75,0.8,1.3422966620034698
1.25,0.0,0.8,1.3471574486236908
0.25,0.5,1.0,1.3491537860472174
0.75,0.0,0.8,1.3553711173609728
1.25,0.75,1.2,1.3568827691343965
0.5,0.5,0.8,1.3574460404255917
0.25,0.25,1.0,1.3574610881842495
0.0,0.0,1.2,1.364439042841252
0.0,0.25,1.2,1.364439042841252
0.0,0.5,1.2,1.364439042841252
0.0,0.75,1.2,1.364439042841252
0.0,1.0,1.2,1.364439042841252
0.25,0.0,1.0,1.3657903937977343
0.5,0.25,0.8,1.3728452793161907
0.5,0.0,0.8,1.3883760847886926
0.25,1.0,0.8,1.3995639740483454
1.25,1.0,1.2,1.4015512991272883
0.25,0.75,0.8,1.4071185814563005
0.0,0.0,1.0,1.4094110163692186
0.0,0.25,1.0,1.4094110163692186
0.0,0.5,1.0,1.4094110163692186
0.0,0.75,1.0,1.4094110163692186
0.0,1.0,1.0,1.4094110163692186
0.25,0.5,0.8,1.4146355623586635
0.25,0.25,0.8,1.422102243424561
0.25,0.0,0.8,1.4295452684588734
0.0,0.0,0.8,1.4713224504901552
0.0,0.25,0.8,1.4713224504901552
0.0,0.5,0.8,1.4713224504901552
0.0,0.75,0.8,1.4713224504901552
0.0,1.0,0.8,1.4713224504901552
