alpha,lambda20,kappa,score
0.75,0.5,0.8,1.4490290767358482
0.75,0.75,0.8,1.4491680353461984
0.25,1.0,1.0,1.4505449177016048
0.75,0.25,0.8,1.4505513385162132
0.25,0.75,1.0,1.4505912806840353
0.25,0.5,1.0,1.4508409112071758
0.75,1.0,0.8,1.4510157738024416
0.5,0.5,1.0,1.4511966636827742
0.25,0.25,1.0,1.4512899997753985
0.5,0.25,1.0,1.4514065084431857
0.5,1.0,0.8,1.4517297687268915
0.5,0.75,1.0,1.4518036682778634
0.25,0.0,1.0,1.4519318070440308
0.5,0.75,0.8,1.4520504405341252
0.5,0.0,1.0,1.452431661901015
0.5,0.5,0.8,1.4530539972034568
0.5,1.0,1.0,1.4532877684979508
0.75,0.0,0.8,1.4537100731067818
1.0,0.5,0.8,1.4538425859135666
1.0,0.25,0.8,1.4543405665399252
0.5,0.25,0.8,1.4547253476851096
1.0,0.75,0.8,1.456557550752461
0.5,0.0,0.8,1.4570370053386623
1.0,0.0,0.8,1.4578274440704737
0.0,0.0,1.0,1.4585531369550215
0.0,0.25,1.0,1.4585531369550215
0.0,0.5,1.0,1.4585531369550215
0.0,0.75,1.0,1.4585531369550215
0.0,1.0,1.0,1.4585531369550215
0.75,0.25,1.0,1.4602375235476024
0.75,0.5,1.0,1.461210428769928
0.75,0.0,1.0,1.4612822148266371
1.0,1.0,0.8,1.4624638751869743
0.25,1.0,0.8,1.462683443213696
0.25,0.75,0.8,1.4634861848527843
0.75,0.75,1.0,1.464153089729259
0.25,0.5,0.8,1.4644335512011744
0.25,0.25,0.8,1.4655225664561864
0.25,0.0,0.8,1.466764807254459
1.25,0.25,0.8,1.4676433430591243
0.75,1.0,1.0,1.4691450913664377
1.25,0.5,0.8,1.469377314180053
1.25,0.0,0.8,1.4711605296930446
0.0,0.0,1.2,1.4730988743773885
0.0,0.25,1.2,1.4730988743773885
0.0,0.5,1.2,1.4730988743773885
0.0,0.75,1.2,1.4730988743773885
0.0,1.0,1.2,1.4730988743773885
0.25,0.25,1.2,1.4752174562832312
0.25,0.0,1.2,1.475221486588902
0.25,0.5,1.2,1.4754370217203416
0.25,0.75,1.2,1.4758954077424278
1.25,0.75,0.8,1.476296085429466
0.25,1.0,1.2,1.476589384001637
1.0,0.25,1.0,1.4790742043481615
1.0,0.0,1.0,1.4797193961402475
0.0,0.0,0.8,1.4815200200444252
0.0,0.25,0.8,1.4815200200444252
0.0,0.5,0.8,1.4815200200444252
0.0,0.75,0.8,1.4815200200444252
0.0,1.0,0.8,1.4815200200444252
1.0,0.5,1.0,1.4822069583120454
0.5,0.0,1.2,1.4861621052857554
0.5,0.25,1.2,1.4865488728783394
0.5,0.5,1.2,1.4879375087606117
1.25,1.0,0.8,1.4886304627322928
1.0,0.75,1.0,1.4892552441515112
0.5,0.75,1.2,1.4902877945605764
0.5,1.0,1.2,1.4935864040667215
1.0,1.0,1.0,1.5001476735112147
0.75,0.0,1.2,1.5069089538370053
0.75,0.25,1.2,1.50802510997292
1.25,0.0,1.0,1.50944321345664
1.25,0.25,1.0,1.5097462602540699
0.75,0.5,1.2,1.5115094100520239
1.25,0.5,1.0,1.5163814477810387
0.75,0.75,1.2,1.517336066069231
0.75,1.0,1.2,1.525544630486092
1.25,0.75,1.0,1.5293737047477727
1.0,0.0,1.2,1.5390310059933632
1.0,0.25,1.2,1.5414405598160772
1.0,0.5,1.2,1.5481836942440308
1.25,1.0,1.0,1.5490772854850385
1.0,0.75,1.2,1.5593883009910097
1.0,1.0,1.2,1.5752541814622447
1.25,0.0,1.2,1.5843993619464356
1.25,0.25,1.2,1.5887395124917718
1.25,0.5,1.2,1.6002538303735765
1.25,0.75,1.2,1.619395864453449
1.25,1.0,1.2,1.6465479231581888
