alpha,lambda20,kappa,score
0.25,0.0,0.8,0.671145165201411
0.25,0.25,0.8,0.6711453288441803
0.25,0.5,0.8,0.6712646960351232
0.25,0.75,0.8,0.6714996116293407
0.25,1.0,0.8,0.6718484709131017
0.5,0.25,0.8,0.6719509866428333
0.5,0.0,0.8,0.6720590596939615
0.5,0.5,0.8,0.6723043753656454
0.5,0.75,0.8,0.6731331947166828
0.0,0.0,0.8,0.6736094740329803
0.0,0.25,0.8,0.6736094740329803
0.0,0.5,0.8,0.6736094740329803
0.0,0.75,0.8,0.6736094740329803
0.0,1.0,0.8,0.6736094740329803
0.5,1.0,0.8,0.6744418387660859
0.0,0.0,1.0,0.676344223751202
0.0,0.25,1.0,0.676344223751202
0.0,0.5,1.0,0.676344223751202
0.0,0.75,1.0,0.676344223751202
0.0,1.0,1.0,0.676344223751202
0.75,0.25,0.8,0.6763530633374195
0.75,0.0,0.8,0.6766129117119566
0.75,0.5,0.8,0.6771419599890411
0.25,0.5,1.0,0.6778367637960596
0.25,0.75,1.0,0.6778882824975567
0.25,0.25,1.0,0.6779093014906328
0.25,1.0,1.0,0.678068536495497
0.25,0.0,1.0,0.6781166255983628
0.75,0.75,0.8,0.6790395291992742
0.75,1.0,0.8,0.6820152164938122
0.5,0.25,1.0,0.6832562236815839
0.5,0.5,1.0,0.6833294232500676
0.5,0.0,1.0,0.6837811089484505
0.5,0.75,1.0,0.6839294515277285
1.0,0.25,0.8,0.684704992798931
0.5,1.0,1.0,0.6850428594720271
1.0,0.0,0.8,0.6854986310744261
1.0,0.5,0.8,0.6860816851031777
1.0,0.75,0.8,0.689538815338187
0.75,0.25,1.0,0.6927946347217822
0.75,0.5,1.0,0.6931595768550038
0.75,0.0,1.0,0.6938580087798543
0.75,0.75,1.0,0.6948406045974966
1.0,1.0,0.8,0.6950715418676132
0.0,0.0,1.2,0.697090918689485
0.0,0.25,1.2,0.697090918689485
0.0,0.5,1.2,0.697090918689485
0.0,0.75,1.2,0.697090918689485
0.0,1.0,1.2,0.697090918689485
1.25,0.25,0.8,0.6976568654558514
0.75,1.0,1.0,0.697798898486843
1.25,0.0,0.8,0.699208948917977
1.25,0.5,0.8,0.6998071750444836
0.25,0.75,1.2,0.7019054648196468
0.25,1.0,1.2,0.701946458998697
0.25,0.5,1.2,0.7020259788283761
0.25,0.25,1.2,0.7023172167727508
0.25,0.0,1.2,0.7027624198366653
1.25,0.75,0.8,0.7056143581784993
1.0,0.25,1.0,0.7071939571435807
1.0,0.5,1.0,0.7080671381877766
1.0,0.0,1.0,0.7090944177474218
1.0,0.75,1.0,0.7115135040437671
0.5,0.5,1.2,0.7116170607183814
0.5,0.75,1.2,0.7119487597613325
0.5,0.25,1.2,0.7119583449255781
0.5,0.0,1.2,0.7129571599968167
0.5,1.0,1.2,0.7129628800027729
1.25,1.0,0.8,0.7148849089934439
1.0,1.0,1.0,0.7175008023670465
0.75,0.5,1.2,0.7263767833078596
0.75,0.25,1.2,0.7265492702701825
1.25,0.25,1.0,0.7274942907158956
0.75,0.75,1.2,0.7278145005538669
0.75,0.0,1.2,0.7283586745117423
1.25,0.5,1.0,0.729195801343185
1.25,0.0,1.0,0.7305688008880175
0.75,1.0,1.2,0.7307925814426808
1.25,0.75,1.0,0.7353597527364366
1.25,1.0,1.0,0.7457452899209502
1.0,0.25,1.2,0.7470492674360734
1.0,0.5,1.2,0.7473017258659964
1.0,0.0,1.2,0.750007985887111
1.0,0.75,1.2,0.7506954492330605
1.0,1.0,1.2,0.7570053037955362
1.25,0.25,1.2,0.7744894605538661
1.25,0.5,1.2,0.7756133448962846
1.25,0.0,1.2,0.7789139046246282
1.25,0.75,1.2,0.7819855679550392
1.25,1.0,1.2,0.7933561228841572
