alpha,lambda20,kappa,score
0.5,0.0,1.2,1.0896064736443152
0.5,0.25,1.2,1.0904053572344368
0.75,0.0,1.2,1.091300480120813
0.5,0.5,1.2,1.0919513388067386
0.75,0.25,1.2,1.0930466991223873
0.5,0.75,1.2,1.0942536334313562
0.25,0.0,1.2,1.0957694115088996
0.25,0.25,1.2,1.0960074277848577
0.25,0.5,1.2,1.096430168206318
0.75,0.5,1.2,1.0965659641186345
0.25,0.75,1.2,1.0970308623084712
0.5,1.0,1.2,1.0972924428632818
0.25,1.0,1.2,1.097805991108972
1.0,0.0,1.0,1.1014827127329405
1.0,0.0,1.2,1.1017369998876736
0.75,0.75,1.2,1.1018831907121414
0.75,0.25,1.0,1.101995710459533
0.75,0.0,1.0,1.1020133460050108
1.0,0.25,1.0,1.1022571194084465
0.75,0.5,1.0,1.103579990964795
1.0,0.25,1.2,1.1049028132258272
1.0,0.5,1.0,1.1057995261217595
0.75,0.75,1.0,1.1066768390106323
0.0,0.0,1.2,1.1082758343292844
0.0,0.25,1.2,1.1082758343292844
0.0,0.5,1.2,1.1082758343292844
0.0,0.75,1.2,1.1082758343292844
0.0,1.0,1.2,1.1082758343292844
0.75,1.0,1.2,1.1090122460306862
1.25,0.0,1.0,1.1094087874228546
0.5,0.25,1.0,1.1099607709297914
0.5,0.0,1.0,1.1102044355130023
0.5,0.5,1.0,1.110318779201843
0.5,0.75,1.0,1.1113473099024358
0.75,1.0,1.0,1.1113672721109475
1.0,0.5,1.2,1.1113967931853248
1.25,0.25,1.0,1.1114159391540912
1.0,0.75,1.0,1.112280811750842
0.5,1.0,1.0,1.113020114960402
1.25,0.5,1.0,1.1179627242026347
1.0,0.75,1.2,1.1212157194535033
1.25,0.0,1.2,1.1217082199971422
1.0,1.0,1.0,1.121766472949293
0.25,0.5,1.0,1.1242986288476018
0.25,0.25,1.0,1.1243668533142073
0.25,0.75,1.0,1.1243822433798236
0.25,0.0,1.0,1.1245796726340076
0.25,1.0,1.0,1.1246120730086413
1.25,0.25,1.2,1.1265650214316594
1.25,0.75,1.0,1.129354864177186
1.0,1.0,1.2,1.134436387974449
1.25,0.25,0.8,1.1356340306590194
1.25,0.0,0.8,1.1368941342531402
1.25,0.5,1.2,1.137159481454884
1.25,0.5,0.8,1.1382834759884763
1.0,0.25,0.8,1.1402562006017223
1.0,0.5,0.8,1.1410289750190985
1.0,0.0,0.8,1.1417073959781954
0.0,0.0,1.0,1.1438380247822055
0.0,0.25,1.0,1.1438380247822055
0.0,0.5,1.0,1.1438380247822055
0.0,0.75,1.0,1.1438380247822055
0.0,1.0,1.0,1.1438380247822055
1.0,0.75,0.8,1.144142111811126
1.25,0.75,0.8,1.144907013115676
1.25,1.0,1.0,1.1458612362680693
1.0,1.0,0.8,1.149648079776795
0.75,0.5,0.8,1.151901832809991
0.75,0.25,0.8,1.1521618959705962
0.75,0.75,0.8,1.1528236212453893
1.25,0.75,1.2,1.153352354921577
0.75,0.0,0.8,1.1536063853007488
0.75,1.0,0.8,1.1549947323031486
1.25,1.0,0.8,1.1555664975977897
0.5,0.75,0.8,1.1692224481260325
0.5,0.5,0.8,1.1693918093183526
0.5,1.0,0.8,1.1695177273099304
0.5,0.25,0.8,1.1700539274967567
0.5,0.0,0.8,1.171213313292418
1.25,1.0,1.2,1.175298311634784
0.25,1.0,0.8,1.1909697026629928
0.25,0.75,0.8,1.19129865056792
0.25,0.5,0.8,1.1917348852517373
0.25,0.25,0.8,1.1922732277831567
0.25,0.0,0.8,1.1929112011973226
0.0,0.0,0.8,1.21752699111413
0.0,0.25,0.8,1.21752699111413
0.0,0.5,0.8,1.21752699111413
0.0,0.75,0.8,1.21752699111413
0.0,1.0,0.8,1.21752699111413
