alpha,lambda20,kappa,score
0.5,0.0,0.8,0.6627890212504336
0.25,0.0,0.8,0.6629671063181065
0.5,0.25,0.8,0.6630251570417224
0.25,0.25,0.8,0.6630721398317744
0.25,0.5,0.8,0.6632916925209138
0.25,0.75,0.8,0.6636172915285429
0.5,0.5,0.8,0.6637247100317213
0.25,1.0,0.8,0.6640508637722096
0.5,0.75,0.8,0.6648758537257324
0.75,0.0,0.8,0.6652060305305045
0.75,0.25,0.8,0.6655957920398538
0.0,0.0,0.8,0.6656001309351394
0.0,0.25,0.8,0.6656001309351394
0.0,0.5,0.8,0.6656001309351394
0.0,0.75,0.8,0.6656001309351394
0.0,1.0,0.8,0.6656001309351394
0.5,1.0,0.8,0.6664844037233792
0.25,0.25,1.0,0.6667810795964462
0.25,0.5,1.0,0.6668342126397075
0.25,0.0,1.0,0.6668666226052125
0.25,0.75,1.0,0.6670332730187591
0.75,0.5,0.8,0.6670443386633221
0.25,1.0,1.0,0.6673684203864425
0.5,0.25,1.0,0.6674025336283619
0.5,0.0,1.0,0.6675972514577937
0.5,0.5,1.0,0.6677850190030196
0.5,0.75,1.0,0.6687417857171083
0.0,0.0,1.0,0.6691796862751184
0.0,0.25,1.0,0.6691796862751184
0.0,0.5,1.0,0.6691796862751184
0.0,0.75,1.0,0.6691796862751184
0.0,1.0,1.0,0.6691796862751184
0.75,0.75,0.8,0.6695421174777983
0.5,1.0,1.0,0.6702511073162047
1.0,0.0,0.8,0.670283214758816
1.0,0.25,0.8,0.6707605360824982
0.75,0.25,1.0,0.6710924671518264
0.75,0.0,1.0,0.6714453941596631
0.75,0.5,1.0,0.6720946867298861
0.75,1.0,0.8,0.6730260182161357
1.0,0.5,0.8,0.6732309949067894
0.75,0.75,1.0,0.6743852471204547
1.0,0.75,0.8,0.677544884309975
0.75,1.0,1.0,0.6779215446790461
1.0,0.25,1.0,0.678011651076977
1.25,0.0,0.8,0.6781004608564161
1.0,0.0,1.0,0.6785210014744341
1.25,0.25,0.8,0.6786133410891223
1.0,0.5,1.0,0.6799024020523877
1.25,0.5,0.8,0.6823461689985043
1.0,1.0,0.8,0.6836148182989875
1.0,0.75,1.0,0.6842287853473918
1.25,0.25,1.0,0.6882817903084341
1.25,0.0,1.0,0.6889461875750916
1.25,0.75,0.8,0.689022060213244
0.25,0.5,1.2,0.6899072338189003
0.25,0.75,1.2,0.6899235033997334
0.25,0.25,1.2,0.690049873085473
0.25,1.0,1.2,0.6900979703073439
0.25,0.0,1.2,0.69035176512596
1.0,1.0,1.0,0.6907922228595115
0.5,0.25,1.2,0.6911767015345265
0.5,0.5,1.2,0.6912074035208535
1.25,0.5,1.0,0.691560641777832
0.5,0.0,1.2,0.691815008763288
0.5,0.75,1.2,0.6918919655029493
0.0,0.0,1.2,0.692324655775937
0.0,0.25,1.2,0.692324655775937
0.0,0.5,1.2,0.692324655775937
0.0,0.75,1.2,0.692324655775937
0.0,1.0,1.2,0.692324655775937
0.5,1.0,1.2,0.693227821296312
0.75,0.25,1.2,0.6959298515969425
0.75,0.5,1.2,0.6964731516682008
0.75,0.0,1.2,0.6968938549233352
0.75,0.75,1.2,0.6985008158957269
1.25,1.0,0.8,0.6986273456542682
1.25,0.75,1.0,0.6986377932778122
0.75,1.0,1.2,0.7020257907606702
1.0,0.25,1.2,0.7044176604935715
1.0,0.0,1.2,0.7056835666274778
1.0,0.5,1.2,0.7058991363795029
1.25,1.0,1.0,0.7091914102678273
1.0,0.75,1.2,0.7100625926320665
1.0,1.0,1.2,0.7169147725917456
1.25,0.25,1.2,0.7169443126302756
1.25,0.0,1.2,0.7185570456852537
1.25,0.5,1.2,0.7197551805388239
1.25,0.75,1.2,0.7269017762282541
1.25,1.0,1.2,0.7384239056410493
