alpha,lambda20,kappa,score
0.75,0.5,1.0,0.6735657863483544
0.75,0.25,1.0,0.6740394786325862
0.5,0.75,1.0,0.6742390490500466
0.5,0.5,1.0,0.6742971927039261
0.75,0.75,1.0,0.6743024089449079
0.5,1.0,1.0,0.6746847649965586
0.5,0.25,1.0,0.67493034553931
0.75,0.0,1.0,0.67577760268529
0.5,0.0,1.0,0.6760995361995005
1.0,0.25,1.0,0.6762309586901709
1.0,0.5,1.0,0.6762464753998856
0.75,1.0,1.0,0.6762490821934337
0.75,0.5,0.8,0.6777218329124494
0.25,1.0,1.0,0.6778254808840378
0.75,0.25,0.8,0.6778718830703727
0.25,0.75,1.0,0.6780088692599523
0.25,0.5,1.0,0.6783186265696649
1.0,0.25,0.8,0.6784353177057463
1.0,0.75,1.0,0.678504805692978
1.0,0.0,1.0,0.6785378748944099
0.75,0.75,0.8,0.6785691871191846
1.0,0.5,0.8,0.6787317709153537
0.25,0.25,1.0,0.6787602411435434
0.75,0.0,0.8,0.6790105211756168
0.25,0.0,1.0,0.6793340209666572
0.5,0.5,0.8,0.6795034034155327
0.5,0.75,0.8,0.6796182346677748
0.5,0.25,0.8,0.6798270440696175
1.0,0.0,0.8,0.6799484788387743
0.5,1.0,0.8,0.680159052323235
0.75,1.0,0.8,0.6803889603921953
0.5,0.0,0.8,0.680591716212634
1.0,0.75,0.8,0.6807820606870503
1.25,0.25,0.8,0.6816038145967671
1.25,0.25,1.0,0.681738553812318
1.25,0.5,0.8,0.6825919179212545
1.25,0.5,1.0,0.6826554845647893
1.0,1.0,1.0,0.6829238510195456
1.25,0.0,0.8,0.6835265402499188
0.25,1.0,0.8,0.683654501238811
0.25,0.75,0.8,0.6837115586423154
0.25,0.5,0.8,0.6838813091231486
0.25,0.25,0.8,0.6841599802805375
0.25,0.0,0.8,0.6845377949002925
1.25,0.0,1.0,0.6845468309525694
1.0,1.0,0.8,0.6845763728626393
0.0,0.0,1.0,0.685396782855712
0.0,0.25,1.0,0.685396782855712
0.0,0.5,1.0,0.685396782855712
0.0,0.75,1.0,0.685396782855712
0.0,1.0,1.0,0.685396782855712
1.25,0.75,0.8,0.6864073180305671
1.25,0.75,1.0,0.6870910292478477
0.5,0.75,1.2,0.688845325958592
0.5,0.5,1.2,0.6890599661000483
0.5,1.0,1.2,0.6892558219529503
0.75,0.5,1.2,0.6894361313951127
0.5,0.25,1.2,0.6899136624015446
0.75,0.75,1.2,0.6901495622334234
0.75,0.25,1.2,0.6901650983679717
0.0,0.0,0.8,0.6905992127160852
0.0,0.25,0.8,0.6905992127160852
0.0,0.5,0.8,0.6905992127160852
0.0,0.75,0.8,0.6905992127160852
0.0,1.0,0.8,0.6905992127160852
0.5,0.0,1.2,0.6914097905649879
0.25,1.0,1.2,0.6918358211736249
0.25,0.75,1.2,0.692107096032082
0.75,1.0,1.2,0.6922472506988138
0.75,0.0,1.2,0.692355463064778
0.25,0.5,1.2,0.6925343349904322
1.25,1.0,0.8,0.6930508614669108
0.25,0.25,1.2,0.6931172850902568
0.25,0.0,1.2,0.6938639426020108
1.0,0.5,1.2,0.6938920119513852
1.0,0.25,1.2,0.6941079700860302
1.25,1.0,1.0,0.6950052562457009
1.0,0.75,1.2,0.696265726992269
1.0,0.0,1.2,0.6969658424943974
0.0,0.0,1.2,0.6996999325946408
0.0,0.25,1.2,0.6996999325946408
0.0,0.5,1.2,0.6996999325946408
0.0,0.75,1.2,0.6996999325946408
0.0,1.0,1.2,0.6996999325946408
1.0,1.0,1.2,0.7012267902489782
1.25,0.25,1.2,0.7019140322829703
1.25,0.5,1.2,0.7026124199455464
1.25,0.0,1.2,0.7055370022809305
1.25,0.75,1.2,0.7075496708552664
1.25,1.0,1.2,0.7166466466624961
