alpha,lambda20,kappa,score
0.75,0.5,1.0,0.7054584469440746
0.75,0.75,1.0,0.7055496954182788
0.5,0.75,1.0,0.7062547493556925
0.5,1.0,1.0,0.7063216106191752
0.75,0.25,1.0,0.7067321922517781
0.5,0.5,1.0,0.7067355248256237
0.75,1.0,1.0,0.706864990135818
0.5,0.25,1.0,0.7078133630742789
1.0,0.5,1.0,0.7092097020957135
0.75,0.0,1.0,0.709345890173379
0.5,0.0,1.0,0.7094522925042492
1.0,0.25,1.0,0.7103492639326194
1.0,0.75,1.0,0.7105803235510945
0.25,1.0,1.0,0.7117482842980647
0.25,0.75,1.0,0.7121240588905081
0.25,0.5,1.0,0.7126310477141055
0.5,1.0,1.2,0.7127704280897807
0.5,0.75,1.2,0.7128447613366998
1.0,0.5,0.8,0.7131117834410714
0.25,0.25,1.0,0.7132728149156888
0.5,0.5,1.2,0.7135413427725565
1.0,0.25,0.8,0.7139063033151616
0.25,1.0,1.2,0.7139872521012987
0.25,0.0,1.0,0.7140423238150326
1.0,0.0,1.0,0.7141916928544977
1.0,1.0,1.0,0.7142189750433326
1.0,0.75,0.8,0.7142342154107175
0.25,0.75,1.2,0.7144525837656933
0.5,0.25,1.2,0.7148640971076413
0.25,0.5,1.2,0.7150747843027587
0.75,0.5,0.8,0.7153774439319127
0.75,0.75,0.8,0.7155137829904145
1.25,0.5,0.8,0.7155289165246796
0.25,0.25,1.2,0.7158600018689664
1.25,0.25,0.8,0.7160219234821338
0.75,0.25,0.8,0.7162905643481507
0.75,1.0,0.8,0.716651193977678
0.25,0.0,1.2,0.7168095835082687
0.5,0.0,1.2,0.7168283476704229
1.0,0.0,0.8,0.7168650582859102
0.75,0.75,1.2,0.7170891244007033
0.75,0.5,1.2,0.7171539070907721
1.0,1.0,0.8,0.717260182283018
0.75,0.0,0.8,0.7182747713999627
1.25,0.75,0.8,0.7184021313670887
0.75,1.0,1.2,0.7185129684694334
1.25,0.5,1.0,0.7187336624555076
0.75,0.25,1.2,0.7187394650184624
1.25,0.25,1.0,0.7194219855722731
1.25,0.0,0.8,0.7201563666327301
0.0,0.0,1.2,0.7214359225761308
0.0,0.25,1.2,0.7214359225761308
0.0,0.5,1.2,0.7214359225761308
0.0,0.75,1.2,0.7214359225761308
0.0,1.0,1.2,0.7214359225761308
0.5,0.75,0.8,0.7215078421733268
0.5,1.0,0.8,0.7215860598909533
0.5,0.5,0.8,0.7218455566563866
0.75,0.0,1.2,0.7220311680813969
1.25,0.75,1.0,0.7223149555826015
0.0,0.0,1.0,0.722510568711281
0.0,0.25,1.0,0.722510568711281
0.0,0.5,1.0,0.722510568711281
0.0,0.75,1.0,0.722510568711281
0.0,1.0,1.0,0.722510568711281
0.5,0.25,0.8,0.7226223323303164
0.5,0.0,0.8,0.7238581564244501
1.25,1.0,0.8,0.7245040568855708
1.25,0.0,1.0,0.7247257470756318
1.0,0.5,1.2,0.7266033982812671
1.0,0.75,1.2,0.7279728037123347
1.0,0.25,1.2,0.7282242912449538
1.25,1.0,1.0,0.7297922824659735
0.25,1.0,0.8,0.7313451739395218
0.25,0.75,0.8,0.731603457481828
0.25,0.5,0.8,0.7319598099637756
1.0,1.0,1.2,0.7323137347342431
0.25,0.25,0.8,0.7324087434325562
1.0,0.0,1.2,0.7329605615273078
0.25,0.0,0.8,0.7329665202837222
1.25,0.5,1.2,0.742964040106095
1.25,0.25,1.2,0.7441648193595133
0.0,0.0,0.8,0.744744457597554
0.0,0.25,0.8,0.744744457597554
0.0,0.5,0.8,0.744744457597554
0.0,0.75,0.8,0.744744457597554
0.0,1.0,0.8,0.744744457597554
1.25,0.75,1.2,0.7470169604922063
1.25,0.0,1.2,0.7507415926178039
1.25,1.0,1.2,0.7560546650638669
