alpha,lambda20,kappa,score
0.25,0.0,0.8,1.2246099737284775
0.25,0.25,0.8,1.2254691065333467
0.0,0.0,0.8,1.2259839711345706
0.0,0.25,0.8,1.2259839711345706
0.0,0.5,0.8,1.2259839711345706
0.0,0.75,0.8,1.2259839711345706
0.0,1.0,0.8,1.2259839711345706
0.25,0.5,0.8,1.226548376290345
0.25,0.75,0.8,1.2278483365827106
0.5,0.0,0.8,1.228379308456682
0.25,1.0,0.8,1.2293722393222846
0.5,0.25,0.8,1.2301169426543823
0.25,0.0,1.0,1.23259157818476
0.5,0.5,0.8,1.2328043723490605
0.25,0.25,1.0,1.2331539593313092
0.0,0.0,1.0,1.2333695961042557
0.0,0.25,1.0,1.2333695961042557
0.0,0.5,1.0,1.2333695961042557
0.0,0.75,1.0,1.2333695961042557
0.0,1.0,1.0,1.2333695961042557
0.25,0.5,1.0,1.2340001465056636
0.25,0.75,1.0,1.2351280106768847
0.5,0.75,0.8,1.236381977819765
0.25,1.0,1.0,1.2365028574034493
0.75,0.0,0.8,1.2373694806050741
0.5,0.0,1.0,1.238030855986226
0.5,0.25,1.0,1.2391854434684044
0.75,0.25,0.8,1.2400120873035048
0.5,1.0,0.8,1.2407881851261195
0.5,0.5,1.0,1.2414509758511583
0.75,0.5,0.8,1.2447244170621492
0.5,0.75,1.0,1.2447845235628412
0.5,1.0,1.0,1.249168351209352
0.75,0.0,1.0,1.2495205656244577
0.75,0.25,1.0,1.2512180854930888
1.0,0.0,0.8,1.2513217041830103
0.75,0.75,0.8,1.2514128009526653
1.0,0.25,0.8,1.254901386523903
0.75,0.5,1.0,1.2555253038800909
0.75,1.0,0.8,1.2600302460511217
1.0,0.5,0.8,1.262145914388366
0.75,0.75,1.0,1.262246722186303
1.0,0.0,1.0,1.2675806260677465
1.0,0.25,1.0,1.2698251937673009
1.25,0.0,0.8,1.270726299833179
0.75,1.0,1.0,1.2714442362700356
1.0,0.75,0.8,1.2730384683164344
1.25,0.25,0.8,1.2751455362610638
1.0,0.5,1.0,1.27678921340433
0.0,0.0,1.2,1.2786410561337767
0.0,0.25,1.2,1.2786410561337767
0.0,0.5,1.2,1.2786410561337767
0.0,0.75,1.2,1.2786410561337767
0.0,1.0,1.2,1.2786410561337767
0.25,0.0,1.2,1.2786750246984453
0.25,0.25,1.2,1.2789629823145248
0.25,0.5,1.2,1.2795715576423607
0.25,0.75,1.2,1.280489025280648
0.25,1.0,1.2,1.2817027732504864
0.5,0.0,1.2,1.285508803425698
1.25,0.5,0.8,1.285562460193142
0.5,0.25,1.2,1.2860752486483313
1.0,1.0,0.8,1.2873703540956551
0.5,0.5,1.2,1.2878866138265452
1.0,0.75,1.0,1.2882407674892546
0.5,0.75,1.2,1.2909560926632913
1.25,0.0,1.0,1.2924175087081569
1.25,0.25,1.0,1.2951265576084745
0.5,1.0,1.2,1.2952934854203393
0.75,0.0,1.2,1.299635420814294
0.75,0.25,1.2,1.300422826151705
1.25,0.75,0.8,1.3018277385635417
0.75,0.5,1.2,1.3041403605883912
1.0,1.0,1.0,1.304141294489115
1.25,0.5,1.0,1.3055701811486968
0.75,0.75,1.2,1.3107844158352004
0.75,1.0,1.2,1.3203241552269798
1.0,0.0,1.2,1.3215158821930266
1.0,0.25,1.2,1.3223993323194674
1.25,0.75,1.0,1.3232241874684587
1.25,1.0,0.8,1.323513097655753
1.0,0.5,1.2,1.328803804142967
1.0,0.75,1.2,1.3406480598625248
1.25,1.0,1.0,1.3479434140841278
1.25,0.0,1.2,1.351681312919677
1.25,0.25,1.2,1.3526903421815293
1.0,1.0,1.2,1.3576727086195601
1.25,0.5,1.2,1.3626088865753154
1.25,0.75,1.2,1.3812048613778285
1.25,1.0,1.2,1.4081134595951044
