alpha,lambda20,kappa,score
0.5,0.0,1.0,0.7135511232905937
0.5,0.25,1.0,0.7139848506492752
0.25,0.0,1.0,0.7146076510072051
0.25,0.25,1.0,0.7147523848847441
0.25,0.5,1.0,0.7150480012723679
0.5,0.5,1.0,0.7150615859182835
0.5,0.0,0.8,0.715080515613963
0.5,0.25,0.8,0.7151440217389448
0.75,0.0,1.0,0.7154165654982779
0.25,0.75,1.0,0.7155003512027275
0.25,0.25,0.8,0.715558139614773
0.25,0.0,0.8,0.7155779922627732
0.25,0.5,0.8,0.7156502318889831
0.5,0.5,0.8,0.7156933901276196
0.25,0.75,0.8,0.7158564068365567
0.25,1.0,1.0,0.716105304344355
0.25,1.0,0.8,0.7161932920045319
0.75,0.25,1.0,0.716346492503955
0.75,0.0,0.8,0.7166678904859102
0.5,0.75,0.8,0.7167434698143875
0.5,0.75,1.0,0.7167734440099494
0.75,0.25,0.8,0.716976095219195
0.0,0.0,0.8,0.7180827482948438
0.0,0.25,0.8,0.7180827482948438
0.0,0.5,0.8,0.7180827482948438
0.0,0.75,0.8,0.7180827482948438
0.0,1.0,0.8,0.7180827482948438
0.5,1.0,0.8,0.7182693136224194
0.0,0.0,1.0,0.7183753131768157
0.0,0.25,1.0,0.7183753131768157
0.0,0.5,1.0,0.7183753131768157
0.0,0.75,1.0,0.7183753131768157
0.0,1.0,1.0,0.7183753131768157
0.75,0.5,0.8,0.7184462725052165
0.75,0.5,1.0,0.7187315665732102
0.5,1.0,1.0,0.719089050044828
1.0,0.0,1.0,0.7202621695391979
1.0,0.0,0.8,0.7206512097503227
0.75,0.75,0.8,0.7211054338601489
1.0,0.25,0.8,0.7214307589075436
1.0,0.25,1.0,0.7218809272130176
0.75,0.75,1.0,0.7225225254369877
1.0,0.5,0.8,0.7243728663302726
0.75,1.0,0.8,0.7249219201390041
1.0,0.5,1.0,0.726190547283835
1.25,0.0,0.8,0.7271960193804005
0.75,1.0,1.0,0.7277598383677897
1.25,0.0,1.0,0.7284170253385308
1.25,0.25,0.8,0.7286389436586868
1.0,0.75,0.8,0.7294371387550651
0.5,0.0,1.2,0.73060160790159
1.25,0.25,1.0,0.7309773330532071
0.5,0.25,1.2,0.7313765127008981
0.25,0.0,1.2,0.7320961869227806
0.25,0.25,1.2,0.7323925130272989
0.75,0.0,1.2,0.7325370725207219
0.25,0.5,1.2,0.7328706799969087
0.5,0.5,1.2,0.7328939956952597
1.0,0.75,1.0,0.7331308428224778
0.25,0.75,1.2,0.7335334017545327
1.25,0.5,0.8,0.7335743948655865
0.75,0.25,1.2,0.7340293223211637
0.25,1.0,1.2,0.7343755283357554
0.5,0.75,1.2,0.7351653384362873
1.0,1.0,0.8,0.7366253378038231
0.0,0.0,1.2,0.7368464109372573
0.0,0.25,1.2,0.7368464109372573
0.0,0.5,1.2,0.7368464109372573
0.0,0.75,1.2,0.7368464109372573
0.0,1.0,1.2,0.7368464109372573
0.75,0.5,1.2,0.7372623389339834
1.25,0.5,1.0,0.7378984650810355
0.5,1.0,1.2,0.7382139120598686
1.0,0.0,1.2,0.738260195941821
1.0,0.25,1.2,0.7406968866690959
1.25,0.75,0.8,0.741968888270449
0.75,0.75,1.2,0.7422299824550492
1.0,1.0,1.0,0.7427627463645373
1.0,0.5,1.2,0.7463269125083358
1.25,0.0,1.2,0.7479998147007025
0.75,1.0,1.2,0.7489429686170302
1.25,0.75,1.0,0.7491893793884048
1.25,0.25,1.2,0.7516318678701245
1.25,1.0,0.8,0.7538961533040915
1.0,0.75,1.2,0.7551664333271177
1.25,0.5,1.2,0.7604978614374073
1.25,1.0,1.0,0.764911544198706
1.0,1.0,1.2,0.7671980768551078
1.25,0.75,1.2,0.774563668166376
1.25,1.0,1.2,0.7939796130879785
