alpha,lambda20,kappa,score
0.75,0.25,1.0,0.8131921489613537
0.75,0.5,1.0,0.8135242555541652
0.5,0.5,1.0,0.8136308038951032
0.5,0.75,1.0,0.8138419403551822
0.5,0.25,1.0,0.8138789327581458
0.75,0.0,1.0,0.8139660514704855
0.5,1.0,1.0,0.8144807779408891
0.5,0.0,1.0,0.8145923128730588
0.75,0.75,1.0,0.8149443477341146
0.75,1.0,1.0,0.8174490763491163
1.0,0.5,0.8,0.817846939717983
1.0,0.25,1.0,0.8181730233414407
1.0,0.25,0.8,0.818352492829923
0.25,1.0,1.0,0.8183856242274428
0.25,0.75,1.0,0.8185164590542815
1.0,0.0,1.0,0.8187446575520385
0.25,0.5,1.0,0.8187497720746637
1.0,0.75,0.8,0.8190397620408336
0.25,0.25,1.0,0.8190979697789232
0.25,0.0,1.0,0.8195522320994099
1.0,0.5,1.0,0.8196445093883385
1.25,0.25,0.8,0.8199383551648245
0.25,0.25,1.2,0.8202923498825149
0.25,0.5,1.2,0.8203251380632047
0.25,0.0,1.2,0.8203906772042311
1.0,0.0,0.8,0.8204702525942421
0.25,0.75,1.2,0.8204839931990259
1.25,0.5,0.8,0.8205423995929834
0.25,1.0,1.2,0.8207577355481888
0.75,0.75,0.8,0.8207896728501844
0.75,0.5,0.8,0.820967231120768
0.5,0.0,1.2,0.8214086509447268
0.5,0.25,1.2,0.8214147449290107
0.75,1.0,0.8,0.8214824612287832
1.0,1.0,0.8,0.8219137134633454
0.5,0.5,1.2,0.8219411548037255
0.75,0.25,0.8,0.8219828539063917
1.25,0.0,0.8,0.822020617701036
0.5,0.75,1.2,0.8229943496572798
1.0,0.75,1.0,0.8232340807807188
0.0,0.0,1.2,0.823773716098925
0.0,0.25,1.2,0.823773716098925
0.0,0.5,1.2,0.823773716098925
0.0,0.75,1.2,0.823773716098925
0.0,1.0,1.2,0.823773716098925
0.75,0.0,0.8,0.8238153422797024
1.25,0.75,0.8,0.8240479207277681
0.5,1.0,1.2,0.8246058475427358
0.5,1.0,0.8,0.8276736010633776
0.0,0.0,1.0,0.8278752589217956
0.0,0.25,1.0,0.8278752589217956
0.0,0.5,1.0,0.8278752589217956
0.0,0.75,1.0,0.8278752589217956
0.0,1.0,1.0,0.8278752589217956
0.75,0.0,1.2,0.8278956769916697
0.5,0.75,0.8,0.8280159595896079
0.75,0.25,1.2,0.8282690761282215
0.5,0.5,0.8,0.8287155419471792
1.0,1.0,1.0,0.8289243928033697
1.25,0.25,1.0,0.8295459281528406
1.25,0.0,1.0,0.8296285315901134
0.5,0.25,0.8,0.8297582840988484
0.75,0.5,1.2,0.8298723811733665
1.25,1.0,0.8,0.8304236570878664
0.5,0.0,0.8,0.8311213886158816
0.75,0.75,1.2,0.8327347720251616
1.25,0.5,1.0,0.8328061821506987
0.75,1.0,1.2,0.8368999895230238
0.25,1.0,0.8,0.8390119482566413
0.25,0.75,0.8,0.8395136593659965
1.25,0.75,1.0,0.8395667728714095
0.25,0.5,0.8,0.8400851667436228
1.0,0.0,1.2,0.8405659285275779
0.25,0.25,0.8,0.840739573976898
0.25,0.0,0.8,0.841471446185815
1.0,0.25,1.2,0.8414921299557504
1.0,0.5,1.2,0.8448332908182117
1.25,1.0,1.0,0.8499452445024667
1.0,0.75,1.2,0.8505137509273493
0.0,0.0,0.8,0.8540848122579628
0.0,0.25,0.8,0.8540848122579628
0.0,0.5,0.8,0.8540848122579628
0.0,0.75,0.8,0.8540848122579628
0.0,1.0,0.8,0.8540848122579628
1.0,1.0,1.2,0.8586688219522676
1.25,0.0,1.2,0.8600209365580815
1.25,0.25,1.2,0.8619255596385429
1.25,0.5,1.2,0.867709964990092
1.25,0.75,1.2,0.8775136180242812
1.25,1.0,1.2,0.8916114322811718
