alpha,lambda20,kappa,score
0.5,0.0,1.2,0.8435819942620023
0.5,0.25,1.2,0.8438664203306419
0.5,0.5,1.2,0.8446935248162363
0.75,0.0,1.2,0.8453628755666761
0.5,0.75,1.2,0.8460575544464796
0.75,0.25,1.2,0.8461455711169037
0.25,0.0,1.2,0.8473952042354358
0.25,0.25,1.2,0.8474169399374936
0.25,0.5,1.2,0.8475631275915844
0.25,0.75,1.2,0.8478336087940146
0.5,1.0,1.2,0.8479677711539286
0.75,0.5,1.2,0.8482147657072592
0.25,1.0,1.2,0.8482354267642482
0.75,0.25,1.0,0.8501843078548443
0.75,0.0,1.0,0.8505355661330762
1.0,0.0,1.0,0.8505447702751922
1.0,0.25,1.0,0.8505534428832189
0.75,0.5,1.0,0.8509506188073656
0.75,0.75,1.2,0.8516123271646229
1.0,0.5,1.0,0.8527143738285795
0.75,0.75,1.0,0.8528503570392753
1.0,0.0,1.2,0.8536604149703756
1.0,0.25,1.2,0.8552103223313703
0.5,0.25,1.0,0.8554652297012806
0.5,0.5,1.0,0.8554806523101877
0.0,0.0,1.2,0.8556913452386771
0.0,0.25,1.2,0.8556913452386771
0.0,0.5,1.2,0.8556913452386771
0.0,0.75,1.2,0.8556913452386771
0.0,1.0,1.2,0.8556913452386771
0.75,1.0,1.0,0.8558725495484188
0.5,0.0,1.0,0.8558817587534852
0.5,0.75,1.0,0.8559442144264789
0.75,1.0,1.2,0.8563241831402086
1.25,0.0,1.0,0.8568198747062374
0.5,1.0,1.0,0.8568883688944565
1.0,0.75,1.0,0.856992411341349
1.25,0.25,1.0,0.8573876425299158
1.0,0.5,1.2,0.8592100916610238
1.25,0.5,1.0,0.8615267840896654
1.0,1.0,1.0,0.8633921465691019
0.25,0.75,1.0,0.8650611689058125
0.25,1.0,1.0,0.8650710130809394
0.25,0.5,1.0,0.8651619269657704
0.25,0.25,1.0,0.8653658676124663
0.25,0.0,1.0,0.8656649273407618
1.0,0.75,1.2,0.8657345382660026
1.25,0.0,1.2,0.8691447638556048
1.25,0.75,1.0,0.869305100672452
1.25,0.25,1.2,0.8718179691121124
1.25,0.25,0.8,0.8719010637989781
1.25,0.5,0.8,0.8732527427482498
1.25,0.0,0.8,0.8733162815619355
1.0,1.0,1.2,0.8748380498042099
1.0,0.25,0.8,0.8749195197096729
1.0,0.5,0.8,0.8750602836908898
1.0,0.0,0.8,0.8764610353219974
1.0,0.75,0.8,0.8768718122515725
1.25,0.75,0.8,0.8775641803854806
1.25,0.5,1.2,0.87861339979946
0.0,0.0,1.0,0.8792053689903018
0.0,0.25,1.0,0.8792053689903018
0.0,0.5,1.0,0.8792053689903018
0.0,0.75,1.0,0.8792053689903018
0.0,1.0,1.0,0.8792053689903018
1.0,1.0,0.8,0.8804559142735671
1.25,1.0,1.0,0.8808197732117098
0.75,0.5,0.8,0.8825858669319362
0.75,0.75,0.8,0.8828915355031668
0.75,0.25,0.8,0.8831842729801952
0.75,1.0,0.8,0.8841028471146062
0.75,0.0,0.8,0.8846778362438389
1.25,1.0,0.8,0.8847611246783107
1.25,0.75,1.2,0.8896894940024683
0.5,1.0,0.8,0.8945951934200205
0.5,0.75,0.8,0.8946293757397102
0.5,0.5,0.8,0.8950496435728927
0.5,0.25,0.8,0.8958366561786397
0.5,0.0,0.8,0.8969777699182886
1.25,1.0,1.2,0.9052601860258614
0.25,1.0,0.8,0.9105356564796131
0.25,0.75,0.8,0.910912995741661
0.25,0.5,0.8,0.9113651020960233
0.25,0.25,0.8,0.9118977769030446
0.25,0.0,0.8,0.9125178330235842
0.0,0.0,0.8,0.9303904994950741
0.0,0.25,0.8,0.9303904994950741
0.0,0.5,0.8,0.9303904994950741
0.0,0.75,0.8,0.9303904994950741
0.0,1.0,0.8,0.9303904994950741
