alpha,lambda20,kappa,score
0.75,0.5,1.0,0.4659862855280713
0.75,0.25,1.0,0.4661177001768845
0.75,0.75,1.0,0.4664785066090211
0.75,0.0,1.0,0.4668707459891093
0.5,0.75,1.0,0.46692971166500374
0.5,1.0,1.0,0.46704201717056487
0.5,0.5,1.0,0.4670782747516308
0.5,0.25,1.0,0.46749379145409703
0.75,1.0,1.0,0.467590374524902
1.0,0.25,1.0,0.46793044927622546
0.5,0.0,1.0,0.4681537450471218
1.0,0.5,1.0,0.4684263449702728
1.0,0.0,1.0,0.46860345157666905
0.5,0.25,1.2,0.46931772525840554
0.5,0.5,1.2,0.46942560174345077
0.25,0.75,1.2,0.46944502483144984
0.25,1.0,1.2,0.4694699956067471
0.25,0.5,1.2,0.4694902109146399
0.5,0.0,1.2,0.46951576996216554
0.25,0.25,1.2,0.46959860233842815
0.25,0.0,1.2,0.46978220859667236
0.5,0.75,1.2,0.4698248095012754
1.0,0.75,1.0,0.47008370338091215
1.0,0.5,0.8,0.47015423224349284
1.0,0.75,0.8,0.47036802249553855
0.5,1.0,1.2,0.47051784333880237
1.25,0.5,0.8,0.47054313513246937
1.25,0.25,0.8,0.47068335425563296
0.25,1.0,1.0,0.4707660205380958
1.0,0.25,0.8,0.4708649236672836
0.25,0.75,1.0,0.4709707751352254
0.25,0.5,1.0,0.4712295452558912
0.25,0.25,1.0,0.4715422680942518
1.0,1.0,0.8,0.471552940181857
0.25,0.0,1.0,0.47191128952554784
1.25,0.75,0.8,0.47199849418019796
0.75,0.25,1.2,0.4723372069107116
1.25,0.0,0.8,0.4723609725570009
0.75,0.0,1.2,0.4723718589305569
1.0,0.0,0.8,0.47251020428423873
0.0,0.0,1.2,0.4725621901851734
0.0,0.25,1.2,0.4725621901851734
0.0,0.5,1.2,0.4725621901851734
0.0,0.75,1.2,0.4725621901851734
0.0,1.0,1.2,0.4725621901851734
0.75,0.75,0.8,0.4726361820218998
0.75,1.0,0.8,0.4726834071970386
1.0,1.0,1.0,0.4728988377595079
0.75,0.5,1.2,0.4729816734249914
0.75,0.5,0.8,0.4730884162288414
1.25,0.25,1.0,0.47338057042778353
1.25,0.0,1.0,0.47382451260954656
0.75,0.25,0.8,0.4740129294596606
0.75,0.75,1.2,0.4743336300382307
1.25,0.5,1.0,0.4748381230978411
1.25,1.0,0.8,0.4750903387679429
0.75,0.0,0.8,0.4754123888694052
0.75,1.0,1.2,0.4763947691399478
0.0,0.0,1.0,0.4776784436603049
0.0,0.25,1.0,0.4776784436603049
0.0,0.5,1.0,0.4776784436603049
0.0,0.75,1.0,0.4776784436603049
0.0,1.0,1.0,0.4776784436603049
0.5,1.0,0.8,0.4777172329880616
0.5,0.75,0.8,0.4781610920674386
1.25,0.75,1.0,0.47822333038363907
1.0,0.0,1.2,0.4786854104583499
0.5,0.5,0.8,0.47880078369435697
1.0,0.25,1.2,0.47894029407517175
0.5,0.25,0.8,0.47963101230845745
1.0,0.5,1.2,0.4804660755089587
0.5,0.0,0.8,0.48065125572529643
1.0,0.75,1.2,0.48333591949734633
1.25,1.0,1.0,0.4836357994195993
0.25,1.0,0.8,0.48576081481274647
0.25,0.75,0.8,0.48617213446271385
0.25,0.5,0.8,0.4866215424870942
0.25,0.25,0.8,0.48711220618290424
1.0,1.0,1.2,0.48757576216505527
0.25,0.0,0.8,0.4876403705558696
1.25,0.0,1.2,0.48889419436489095
1.25,0.25,1.2,0.4895661370452276
1.25,0.5,1.2,0.49242327085753734
0.0,0.0,0.8,0.4957818682903066
0.0,0.25,0.8,0.4957818682903066
0.0,0.5,0.8,0.4957818682903066
0.0,0.75,0.8,0.4957818682903066
0.0,1.0,0.8,0.4957818682903066
1.25,0.75,1.2,0.4975534993517142
1.25,1.0,1.2,0.5050434077162218
