alpha,lambda20,kappa,score
1.0,0.25,1.0,1.6446966276741317
1.0,0.0,1.0,1.6523555412484812
1.0,0.5,1.0,1.65315459339836
1.0,0.0,1.2,1.6574163814498621
0.75,0.5,1.2,1.6576373186087414
1.25,0.0,1.0,1.6592680890029994
0.75,0.75,1.0,1.659864033019179
0.75,0.25,1.2,1.6615429223214286
0.75,1.0,1.0,1.662248299843603
0.75,0.75,1.2,1.6630170047443755
1.0,0.25,1.2,1.6642260437990648
0.75,0.5,1.0,1.665412044939921
1.25,0.25,0.8,1.6666831043004684
1.25,0.0,0.8,1.667470877704571
1.0,0.5,0.8,1.6701025260470856
0.75,0.0,1.2,1.673633582842222
1.0,0.75,0.8,1.6737059981131488
0.75,0.25,1.0,1.6778248484816811
0.75,1.0,1.2,1.6778818473121742
1.0,0.75,1.0,1.678684935096976
1.0,0.25,0.8,1.679388591920998
1.25,0.25,1.0,1.6831252716261103
1.0,0.5,1.2,1.6894726086227514
0.5,1.0,1.2,1.6896415626742551
1.25,0.5,0.8,1.6913612894311825
1.0,1.0,0.8,1.692631666345756
0.5,0.75,1.2,1.6963961657942832
0.75,0.0,1.0,1.6975491605762159
0.75,1.0,0.8,1.6994903509133785
1.0,0.0,0.8,1.6998358991452902
1.25,0.0,1.2,1.7045467800185692
0.5,0.5,1.2,1.706596647254571
0.75,0.75,0.8,1.7094125345249778
0.5,1.0,1.0,1.7169444921037174
0.5,0.25,1.2,1.719900189303294
1.0,1.0,1.0,1.721179806207565
0.75,0.5,0.8,1.7254833890620198
0.5,0.75,1.0,1.7291535471231814
1.0,0.75,1.2,1.7334836685029502
0.5,0.0,1.2,1.7361394518119087
1.25,0.5,1.0,1.736351850198494
1.25,0.75,0.8,1.741790836528312
0.5,0.5,1.0,1.7437310683857012
0.75,0.25,0.8,1.7470775127592213
1.25,0.25,1.2,1.7505052934100427
0.5,0.25,1.0,1.7605314085421568
0.75,0.0,0.8,1.7732993694824126
0.5,0.0,1.0,1.779402468612454
0.25,1.0,1.2,1.7901151023211348
0.5,1.0,0.8,1.794792755450268
1.0,1.0,1.2,1.7984128264109036
0.25,0.75,1.2,1.7987540619641933
0.25,0.5,1.2,1.8079058583725205
0.5,0.75,0.8,1.8113764252280367
0.25,0.25,1.2,1.8175648311545172
1.25,0.75,1.0,1.8207747473099967
1.25,1.0,0.8,1.8208328151452955
0.25,0.0,1.2,1.8277848684636944
1.25,0.5,1.2,1.8294822272959208
0.5,0.5,0.8,1.8294841176456447
0.25,1.0,1.0,1.8398014605039723
0.5,0.25,0.8,1.848916124244842
0.25,0.75,1.0,1.8493907179803342
0.25,0.5,1.0,1.859203950287698
0.25,0.25,1.0,1.8692841481490474
0.5,0.0,0.8,1.8693860110531992
0.25,0.0,1.0,1.8796582865066782
0.0,0.0,1.2,1.931836020806888
0.0,0.25,1.2,1.931836020806888
0.0,0.5,1.2,1.931836020806888
0.0,0.75,1.2,1.931836020806888
0.0,1.0,1.2,1.931836020806888
0.25,1.0,0.8,1.9322469639394242
1.25,1.0,1.0,1.9389621692946941
0.25,0.75,0.8,1.9419894131775668
1.25,0.75,1.2,1.9447433455461671
0.25,0.5,0.8,1.9518284915830129
0.25,0.25,0.8,1.9617645179756245
0.25,0.0,0.8,1.9718118045061708
0.0,0.0,1.0,1.9826262354389164
0.0,0.25,1.0,1.9826262354389164
0.0,0.5,1.0,1.9826262354389164
0.0,0.75,1.0,1.9826262354389164
0.0,1.0,1.0,1.9826262354389164
0.0,0.0,0.8,2.0681729703263514
0.0,0.25,0.8,2.0681729703263514
0.0,0.5,0.8,2.0681729703263514
0.0,0.75,0.8,2.0681729703263514
0.0,1.0,0.8,2.0681729703263514
1.25,1.0,1.2,2.098720606843713
