alpha,lambda20,kappa,score
0.5,0.5,1.0,1.0407495682141257
0.5,0.75,1.0,1.041008505420674
0.5,0.25,1.0,1.0411035142984102
0.5,1.0,1.0,1.0418596139990943
0.5,0.0,1.0,1.0420242077335053
0.75,0.25,1.0,1.0421276424009942
0.75,0.5,1.0,1.0425247777470648
0.75,0.0,1.0,1.0431414609890033
0.75,0.75,1.0,1.0443433506617148
1.0,0.5,0.8,1.0449938901052072
0.25,1.0,1.0,1.0450281972172448
0.25,0.75,1.0,1.0451823746025126
0.25,0.5,1.0,1.0454687295975709
1.0,0.25,0.8,1.0456767519363797
0.25,0.25,1.0,1.0458869464885423
0.25,0.0,1.0,1.0464329656199112
1.0,0.75,0.8,1.0465436005711513
0.75,0.75,0.8,1.0470925171993275
0.75,0.5,0.8,1.0473429685873237
0.75,1.0,1.0,1.0475991773909343
0.75,1.0,0.8,1.048075079660643
1.0,0.0,0.8,1.0485672028276174
0.75,0.25,0.8,1.048718059650382
1.25,0.25,0.8,1.049306573596895
1.25,0.5,0.8,1.0501418048828564
1.0,0.25,1.0,1.0501570835412237
1.0,1.0,0.8,1.0503592397016188
1.0,0.0,1.0,1.050887795566235
0.75,0.0,0.8,1.051166658214344
0.25,0.25,1.2,1.0516726292029497
0.25,0.5,1.2,1.051723873900525
0.25,0.0,1.2,1.0517882644892103
0.25,0.75,1.2,1.051935547268331
1.0,0.5,1.0,1.0519724357514124
1.25,0.0,0.8,1.0521457468648894
0.25,1.0,1.2,1.0523083240774598
0.5,1.0,0.8,1.0541934758773177
0.0,0.0,1.2,1.0543914699545849
0.0,0.25,1.2,1.0543914699545849
0.0,0.5,1.2,1.0543914699545849
0.0,0.75,1.2,1.0543914699545849
0.0,1.0,1.2,1.0543914699545849
0.5,0.75,0.8,1.0546113656616676
1.25,0.75,0.8,1.0546134602814161
0.5,0.0,1.2,1.0548191334044246
0.5,0.25,1.2,1.0548917494688912
0.0,0.0,1.0,1.0554428481217242
0.0,0.25,1.0,1.0554428481217242
0.0,0.5,1.0,1.0554428481217242
0.0,0.75,1.0,1.0554428481217242
0.0,1.0,1.0,1.0554428481217242
0.5,0.5,0.8,1.0555262531983267
0.5,0.5,1.2,1.055660849077533
1.0,0.75,1.0,1.05657461108234
0.5,0.25,0.8,1.056900046278239
0.5,0.75,1.2,1.0570962569286153
0.5,0.0,0.8,1.0587058198916353
0.5,1.0,1.2,1.059197809633611
1.25,1.0,0.8,1.063027449133183
1.0,1.0,1.0,1.0639382362215037
0.75,0.0,1.2,1.0646502352743274
0.75,0.25,1.2,1.0651439364064794
1.25,0.25,1.0,1.0664232703645444
1.25,0.0,1.0,1.0665323197194112
0.25,1.0,0.8,1.0670287335379782
0.75,0.5,1.2,1.0672884724209297
0.25,0.75,0.8,1.0677071385680235
0.25,0.5,0.8,1.068477993842428
0.25,0.25,0.8,1.0693558714174958
0.25,0.0,0.8,1.0703201068948387
1.25,0.5,1.0,1.0707775630530918
0.75,0.75,1.2,1.071057429841226
0.75,1.0,1.2,1.0765017731127757
1.25,0.75,1.0,1.0796740188208949
1.0,0.0,1.2,1.0821292153902244
1.0,0.25,1.2,1.083538388482181
0.0,0.0,0.8,1.0851718275260136
0.0,0.25,0.8,1.0851718275260136
0.0,0.5,0.8,1.0851718275260136
0.0,0.75,0.8,1.0851718275260136
0.0,1.0,0.8,1.0851718275260136
1.0,0.5,1.2,1.088059054651917
1.25,1.0,1.0,1.093211539179034
1.0,0.75,1.2,1.0956314913209733
1.0,1.0,1.2,1.106413197711599
1.25,0.0,1.2,1.1088206409844603
1.25,0.25,1.2,1.1116494076661503
1.25,0.5,1.2,1.1196070913543676
1.25,0.75,1.2,1.1327732473213277
1.25,1.0,1.2,1.151357780691166
