alpha,lambda20,kappa,score
0.5,0.25,0.8,0.37290292083626114
0.5,0.0,0.8,0.3729297209987229
0.5,0.5,0.8,0.37313596067534344
0.75,0.25,0.8,0.3735171080497812
0.75,0.0,0.8,0.37355340794190195
0.5,0.75,0.8,0.3736310282292555
0.25,0.25,0.8,0.3737204714386829
0.25,0.0,0.8,0.37373534340459885
0.25,0.5,0.8,0.3737729994587603
0.25,0.75,0.8,0.37388847647150825
0.25,1.0,0.8,0.3740685607086815
0.75,0.5,0.8,0.37410047793004214
0.5,1.0,0.8,0.37438828473502417
0.75,0.75,0.8,0.3752547687141752
1.0,0.25,0.8,0.37561061975981036
0.5,0.25,1.0,0.3756381888042933
0.5,0.5,1.0,0.3756574535254838
1.0,0.0,0.8,0.3756801247219168
0.5,0.0,1.0,0.3759327043166482
0.0,0.0,0.8,0.37593845469200815
0.0,0.25,0.8,0.37593845469200815
0.0,0.5,0.8,0.37593845469200815
0.0,0.75,0.8,0.37593845469200815
0.0,1.0,0.8,0.37593845469200815
0.5,0.75,1.0,0.3759741361918148
0.25,0.5,1.0,0.37609814106316125
0.25,0.75,1.0,0.3761046907673936
0.25,0.25,1.0,0.376164498302658
0.25,1.0,1.0,0.3761865290460426
0.25,0.0,1.0,0.3763108863672028
0.5,1.0,1.0,0.37660188016512947
1.0,0.5,0.8,0.3766371673874292
0.75,0.25,1.0,0.37681925674873123
0.75,1.0,0.8,0.3769575490949267
0.75,0.5,1.0,0.37708225846177823
0.75,0.0,1.0,0.3772688836975548
0.75,0.75,1.0,0.3780516299535857
0.0,0.0,1.0,0.37836318675283254
0.0,0.25,1.0,0.37836318675283254
0.0,0.5,1.0,0.37836318675283254
0.0,0.75,1.0,0.37836318675283254
0.0,1.0,1.0,0.37836318675283254
1.0,0.75,0.8,0.3787053015375394
1.25,0.25,0.8,0.3791806319472563
1.25,0.0,0.8,0.3792785149992889
0.75,1.0,1.0,0.3797376636025073
1.0,0.25,1.0,0.37979421312141154
1.0,0.0,1.0,0.38038141102189116
1.0,0.5,1.0,0.38051588972513095
1.25,0.5,0.8,0.3808094501808491
1.0,1.0,0.8,0.3817748989726264
1.0,0.75,1.0,0.382525952351272
1.25,0.75,0.8,0.3841173288183973
1.25,0.25,1.0,0.38464014171235655
1.25,0.0,1.0,0.3853988781522347
1.0,1.0,1.0,0.38577651883425557
1.25,0.5,1.0,0.38600249479614823
0.5,0.5,1.2,0.3887997614996964
0.25,1.0,1.2,0.3889440409251088
0.25,0.75,1.2,0.38894596996737785
0.5,0.25,1.2,0.38897563527994283
0.5,0.75,1.2,0.3889851515308036
1.25,1.0,0.8,0.389010601845541
0.25,0.5,1.2,0.38903710476540304
0.25,0.25,1.2,0.389219474099348
1.25,0.75,1.0,0.38939752368399716
0.25,0.0,1.2,0.38949153817590354
0.5,1.0,1.2,0.3895115624430379
0.5,0.0,1.2,0.3895189227219969
0.75,0.25,1.2,0.3906874504813939
0.75,0.5,1.2,0.39071207483700904
0.0,0.0,1.2,0.3913510997911693
0.0,0.25,1.2,0.3913510997911693
0.0,0.5,1.2,0.3913510997911693
0.0,0.75,1.2,0.3913510997911693
0.0,1.0,1.2,0.3913510997911693
0.75,0.0,1.2,0.39151074252660556
0.75,0.75,1.2,0.3915520810979744
0.75,1.0,1.2,0.3931979092614562
1.0,0.25,1.2,0.39445713440151037
1.25,1.0,1.0,0.39478488723978494
1.0,0.5,1.2,0.3948809674841926
1.0,0.0,1.2,0.39558491936802986
1.0,0.75,1.2,0.3968185564484395
1.0,1.0,1.2,0.4002134446875647
1.25,0.25,1.2,0.40041265001837717
1.25,0.5,1.2,0.4014742966805638
1.25,0.0,1.2,0.4018709278683808
1.25,0.75,1.2,0.4049565052461507
1.25,1.0,1.2,0.4108152909466103
