alpha,lambda20,kappa,score
0.5,0.25,1.2,0.479920642172457
0.5,0.0,1.2,0.47993668379613963
0.5,0.5,1.2,0.48021476978161204
0.75,0.25,1.0,0.4806087645121521
0.75,0.5,1.0,0.48081432177992267
0.25,0.25,1.2,0.480817749110179
0.5,0.75,1.2,0.48081930227668385
0.25,0.5,1.2,0.480824253324173
0.25,0.0,1.2,0.48088573599201107
0.25,0.75,1.2,0.4809067109745862
0.75,0.0,1.0,0.48105859396795664
0.25,1.0,1.2,0.4810592901017493
0.75,0.75,1.0,0.4816652506085935
0.5,1.0,1.2,0.4817230819202804
1.0,0.25,1.0,0.4819953811982991
0.75,0.0,1.2,0.4821906967446111
1.0,0.0,1.0,0.4822437958827928
0.75,0.25,1.2,0.48241831955823683
0.5,0.5,1.0,0.4824631541715478
0.5,0.75,1.0,0.4825730478337832
0.5,0.25,1.0,0.48262547391981886
1.0,0.5,1.0,0.4829107524218137
0.5,1.0,1.0,0.4829463708818442
0.5,0.0,1.0,0.48304864002312525
0.75,1.0,1.0,0.48314877721833627
0.75,0.5,1.2,0.48334450990671324
0.0,0.0,1.2,0.4844716137796715
0.0,0.25,1.2,0.4844716137796715
0.0,0.5,1.2,0.4844716137796715
0.0,0.75,1.2,0.4844716137796715
0.0,1.0,1.2,0.4844716137796715
0.75,0.75,1.2,0.4849924618504965
1.0,0.75,1.0,0.4850128944778972
1.25,0.0,1.0,0.48696706473581186
0.25,1.0,1.0,0.48696713443546547
1.25,0.25,1.0,0.4870305719254822
0.25,0.75,1.0,0.4870512601914205
0.25,0.5,1.0,0.4871922235812821
0.75,1.0,1.2,0.48738168954248584
0.25,0.25,1.0,0.4873878076534692
0.25,0.0,1.0,0.4876433473968328
1.0,0.0,1.2,0.4880014928704078
1.0,1.0,1.0,0.4883262928742454
1.0,0.25,1.2,0.4886237134834937
1.25,0.5,1.0,0.4890268170161969
1.25,0.25,0.8,0.48983550269070847
1.25,0.5,0.8,0.4902730264264087
1.0,0.5,0.8,0.4903135018672225
1.0,0.25,0.8,0.49053697881467817
1.0,0.5,1.2,0.49060842439456726
1.25,0.0,0.8,0.4910047870215801
1.0,0.75,0.8,0.49103830887179484
1.0,0.0,0.8,0.4917210955551899
1.25,0.75,0.8,0.49234248412389353
1.0,1.0,0.8,0.4927611484732126
1.25,0.75,1.0,0.4930552513763098
0.75,0.75,0.8,0.49370484492773037
0.75,0.5,0.8,0.4937767248649636
1.0,0.75,1.2,0.49396405067763977
0.75,1.0,0.8,0.49415322694790487
0.0,0.0,1.0,0.4943185647738076
0.0,0.25,1.0,0.4943185647738076
0.0,0.5,1.0,0.4943185647738076
0.0,0.75,1.0,0.4943185647738076
0.0,1.0,1.0,0.4943185647738076
0.75,0.25,0.8,0.49435364637545615
0.75,0.0,0.8,0.49543187912535486
1.25,1.0,0.8,0.49610055912299217
1.25,0.0,1.2,0.49779924824855276
1.0,1.0,1.2,0.4987218778002963
1.25,0.25,1.2,0.49898724526502813
1.25,1.0,1.0,0.49913526153362353
0.5,1.0,0.8,0.49955019374040055
0.5,0.75,0.8,0.49974571465227835
0.5,0.5,0.8,0.5001376678411502
0.5,0.25,0.8,0.5007362309891311
0.5,0.0,0.8,0.501529956349931
1.25,0.5,1.2,0.5024708170502906
0.25,1.0,0.8,0.508022985216081
1.25,0.75,1.2,0.5082283594330813
0.25,0.75,0.8,0.5083199719252709
0.25,0.5,0.8,0.508664028351488
0.25,0.25,0.8,0.509048144652347
0.25,0.0,0.8,0.5094751138309843
1.25,1.0,1.2,0.5164225121921459
0.0,0.0,0.8,0.5186642220535315
0.0,0.25,0.8,0.5186642220535315
0.0,0.5,0.8,0.5186642220535315
0.0,0.75,0.8,0.5186642220535315
0.0,1.0,0.8,0.5186642220535315
