alpha,lambda20,kappa,score
0.75,0.5,1.0,1.327711107573719
0.75,0.25,1.0,1.328001040533013
0.75,0.75,1.0,1.3300799688300844
1.0,0.25,1.0,1.3308329921182465
0.75,0.0,1.0,1.3311637640847973
1.0,0.5,1.0,1.3313729004057573
0.5,0.5,1.2,1.333122555184833
0.5,0.75,1.2,1.333324010946181
0.5,0.25,1.2,1.334290857070366
0.5,1.0,1.2,1.3348561480533379
0.5,0.5,1.0,1.3349134521884165
0.75,1.0,1.0,1.3350466402088887
0.5,0.25,1.0,1.335450819244891
0.5,0.75,1.0,1.3354870341111713
1.0,0.0,1.0,1.3358166862457668
0.5,0.0,1.2,1.3368660164955712
0.75,0.5,1.2,1.3369932161090448
1.0,0.75,1.0,1.3371707610114183
0.5,1.0,1.0,1.33719411077794
0.5,0.0,1.0,1.3372065921052219
0.75,0.25,1.2,1.3379899166029057
0.75,0.75,1.2,1.3392239657165041
0.25,1.0,1.2,1.340202181752193
0.25,0.75,1.2,1.340391263865318
0.25,0.5,1.2,1.3408794691703678
0.25,0.25,1.2,1.3416717141844303
0.75,0.0,1.2,1.3422739497071383
0.25,0.0,1.2,1.3427984378213778
0.75,1.0,1.2,1.3446901258554127
1.25,0.25,1.0,1.3452882762447036
1.25,0.5,1.0,1.3475364154794423
1.0,1.0,1.0,1.347775043769491
0.25,0.75,1.0,1.351517362198506
0.25,1.0,1.0,1.3515933810061758
1.25,0.25,0.8,1.3516474359901884
0.25,0.5,1.0,1.351692586423012
0.25,0.25,1.0,1.3521195473050598
1.25,0.0,1.0,1.3522757397950758
1.0,0.25,0.8,1.3526511075172314
0.25,0.0,1.0,1.3528294892344737
1.0,0.5,1.2,1.35356674257858
1.0,0.25,1.2,1.3537818181993626
1.0,0.5,0.8,1.3537924585540482
1.25,0.5,0.8,1.3541227472654196
1.0,0.0,0.8,1.3555880939418898
1.25,0.0,0.8,1.3564557214051536
1.25,0.75,1.0,1.35838785465838
0.0,0.0,1.2,1.358479196145052
0.0,0.25,1.2,1.358479196145052
0.0,0.5,1.2,1.358479196145052
0.0,0.75,1.2,1.358479196145052
0.0,1.0,1.2,1.358479196145052
1.0,0.75,0.8,1.3589934251852984
1.0,0.75,1.2,1.3594252144726113
1.0,0.0,1.2,1.3601032876571029
0.75,0.25,0.8,1.3630953130347705
1.25,0.75,0.8,1.3635352231189017
0.75,0.5,0.8,1.363631558542165
0.75,0.0,0.8,1.3647503201646363
0.75,0.75,0.8,1.3661178032566395
1.0,1.0,0.8,1.3680674384165976
0.75,1.0,0.8,1.370512830291906
1.0,1.0,1.2,1.371344776559808
0.0,0.0,1.0,1.3756136843855162
0.0,0.25,1.0,1.3756136843855162
0.0,0.5,1.0,1.3756136843855162
0.0,0.75,1.0,1.3756136843855162
0.0,1.0,1.0,1.3756136843855162
1.25,1.0,1.0,1.3771589234238508
1.25,1.0,0.8,1.3796617546800185
0.5,0.25,0.8,1.3815973147702618
0.5,0.5,0.8,1.3816281448617993
0.5,0.0,0.8,1.3824240802318606
0.5,0.75,0.8,1.3824743568900992
1.25,0.25,1.2,1.382729340796465
0.5,1.0,0.8,1.3840675107673273
1.25,0.5,1.2,1.384268922752154
1.25,0.0,1.2,1.3917471660375693
1.25,0.75,1.2,1.396012417835727
0.25,0.5,0.8,1.4059584823172515
0.25,0.75,0.8,1.406018620596806
0.25,0.25,0.8,1.4060855489279955
0.25,1.0,0.8,1.4062454288482729
0.25,0.0,0.8,1.4063758930285826
1.25,1.0,1.2,1.4176731131838056
0.0,0.0,0.8,1.4349117344416547
0.0,0.25,0.8,1.4349117344416547
0.0,0.5,0.8,1.4349117344416547
0.0,0.75,0.8,1.4349117344416547
0.0,1.0,0.8,1.4349117344416547
