alpha,lambda20,kappa,score
0.75,0.25,1.0,0.6887204913075854
0.75,0.5,1.0,0.6893765948372679
0.75,0.0,1.0,0.6896163880179935
0.5,0.5,1.0,0.6900341936829985
0.5,0.25,1.0,0.6901976617164728
0.5,0.75,1.0,0.6905525312759844
1.0,0.25,1.0,0.6908379461270224
0.5,0.0,1.0,0.691009402108086
1.0,0.0,1.0,0.6915007535968456
0.75,0.75,1.0,0.6915431132852887
0.5,1.0,1.0,0.6917186057055611
1.0,0.5,1.0,0.6930138255584197
0.25,1.0,1.0,0.6942764654417903
0.25,0.75,1.0,0.6942864923578941
0.25,0.5,1.0,0.6944497692281553
0.25,0.25,1.0,0.6947727281699096
0.25,0.0,1.0,0.6952421386175586
0.75,1.0,1.0,0.6952488280204051
1.25,0.25,1.0,0.6968224055707094
1.25,0.0,1.0,0.6969850590166099
1.0,0.75,1.0,0.6979304649804777
0.75,0.25,1.2,0.6985086545751614
0.75,0.0,1.2,0.6985762767846174
0.5,0.25,1.2,0.6992550187274409
0.5,0.0,1.2,0.699522323755353
0.75,0.5,0.8,0.699637129603587
0.5,0.5,1.2,0.6997504187782845
0.75,0.25,0.8,0.7001110874409636
0.75,0.5,1.2,0.7002756726870646
0.75,0.75,0.8,0.700399147374286
1.0,0.25,0.8,0.7007059076286435
0.5,0.75,1.2,0.7010231228392696
1.0,0.5,0.8,0.7011354366388342
0.5,0.75,0.8,0.7011477044358267
1.25,0.5,1.0,0.7011852923675441
0.5,0.5,0.8,0.7013542461611735
0.5,1.0,0.8,0.7014451098908717
1.0,0.0,1.2,0.7016467496441445
0.75,0.0,0.8,0.7017403757081552
0.5,0.25,0.8,0.7020647975296257
0.0,0.0,1.0,0.7020682951705797
0.0,0.25,1.0,0.7020682951705797
0.0,0.5,1.0,0.7020682951705797
0.0,0.75,1.0,0.7020682951705797
0.0,1.0,1.0,0.7020682951705797
1.0,0.25,1.2,0.7020769474789202
0.75,1.0,0.8,0.7023564625297456
1.0,0.0,0.8,0.7025804645164533
0.5,1.0,1.2,0.7030683919670574
0.5,0.0,0.8,0.7032881128080171
0.25,0.5,1.2,0.7037341779761184
0.25,0.25,1.2,0.7037814288809683
1.0,0.75,0.8,0.7037986798072352
0.75,0.75,1.2,0.7038439349220623
0.25,0.75,1.2,0.7038704504482121
0.25,0.0,1.2,0.7040257839872088
0.25,1.0,1.2,0.7041914311059039
1.25,0.25,0.8,0.7044486686132717
0.25,1.0,0.8,0.7050420620257528
0.25,0.75,0.8,0.7053359465629747
1.0,1.0,1.0,0.7057084885695124
0.25,0.5,0.8,0.7057477667573527
1.0,0.5,1.2,0.7058212715754318
1.25,0.0,0.8,0.7062147078396727
0.25,0.25,0.8,0.7062823886923673
1.25,0.5,0.8,0.7063955026781821
0.25,0.0,0.8,0.7069444205712829
1.25,0.0,1.2,0.708668081940879
1.0,1.0,0.8,0.7086898904068447
0.75,1.0,1.2,0.7092343842715334
1.25,0.25,1.2,0.7099654701504681
1.25,0.75,1.0,0.7101595515432024
0.0,0.0,1.2,0.7117954019187215
0.0,0.25,1.2,0.7117954019187215
0.0,0.5,1.2,0.7117954019187215
0.0,0.75,1.2,0.7117954019187215
0.0,1.0,1.2,0.7117954019187215
1.25,0.75,0.8,0.7119240176845735
0.0,0.0,0.8,0.7124723697490551
0.0,0.25,0.8,0.7124723697490551
0.0,0.5,0.8,0.7124723697490551
0.0,0.75,0.8,0.7124723697490551
0.0,1.0,0.8,0.7124723697490551
1.0,0.75,1.2,0.7128839096391953
1.25,0.5,1.2,0.7166469902672461
1.25,1.0,0.8,0.72117377669245
1.0,1.0,1.2,0.723336326020049
1.25,1.0,1.0,0.7237597234034105
1.25,0.75,1.2,0.7287221926747922
1.25,1.0,1.2,0.7462872135364267
