alpha,lambda20,kappa,score
0.75,0.5,1.0,0.8762757060772951
0.75,0.25,1.0,0.8768155890269408
0.5,0.75,1.0,0.8771492043381954
0.5,0.5,1.0,0.8771824753718616
0.75,0.75,1.0,0.8773550863454064
0.5,1.0,1.0,0.8778302909895203
0.5,0.25,1.0,0.8779507081402961
0.75,0.0,1.0,0.8789879396791204
0.5,0.0,1.0,0.8794109604157014
1.0,0.25,1.0,0.8797750111737392
1.0,0.5,1.0,0.8799407218587175
0.75,1.0,1.0,0.8800245183464881
0.25,1.0,1.0,0.8818395553996637
0.25,0.75,1.0,0.8820300199558174
0.25,0.5,1.0,0.8823892124309097
1.0,0.0,1.0,0.8826536925997263
0.25,0.25,1.0,0.8829266363922397
1.0,0.75,1.0,0.8829675613938369
0.25,0.0,1.0,0.8836286749055177
0.75,0.5,0.8,0.8854134874019268
0.75,0.25,0.8,0.8855758023608522
1.0,0.25,0.8,0.8859419230381534
1.0,0.5,0.8,0.8864348462562316
0.75,0.75,0.8,0.8865468307693604
0.75,0.0,0.8,0.8869930301720568
1.25,0.25,1.0,0.8870795842254119
1.0,0.0,0.8,0.8878470781687798
0.5,0.5,0.8,0.88798064636652
0.5,0.75,0.8,0.8881601471122357
0.5,0.25,0.8,0.8883665719171567
1.25,0.5,1.0,0.8883808338000886
0.5,1.0,0.8,0.8888127454011898
0.75,1.0,0.8,0.8889144934411484
1.0,1.0,1.0,0.8889548591227988
1.0,0.75,0.8,0.889188667081899
0.5,0.0,0.8,0.889322985388218
1.25,0.25,0.8,0.8897573359773944
1.25,0.0,1.0,0.8906527733928954
1.25,0.5,0.8,0.8912352272564109
0.0,0.0,1.0,0.8915396344136571
0.0,0.25,1.0,0.8915396344136571
0.0,0.5,1.0,0.8915396344136571
0.0,0.75,1.0,0.8915396344136571
0.0,1.0,1.0,0.8915396344136571
1.25,0.0,0.8,0.8920649889580542
0.5,0.75,1.2,0.8935017470324415
0.25,1.0,0.8,0.8935628475658546
0.25,0.75,0.8,0.893617894595776
0.5,0.5,1.2,0.8936962999038024
0.25,0.5,0.8,0.8938012969423755
0.5,1.0,1.2,0.8940974297914737
0.25,0.25,0.8,0.8941182359500991
1.0,1.0,0.8,0.8941813526182466
1.25,0.75,1.0,0.8943998191961082
0.75,0.5,1.2,0.8945299812109749
0.25,0.0,0.8,0.894565823329945
0.5,0.25,1.2,0.8947183717809885
0.75,0.25,1.2,0.8953290145781821
0.75,0.75,1.2,0.8956256817021303
1.25,0.75,0.8,0.8964192665025551
0.5,0.0,1.2,0.8965766238299223
0.25,1.0,1.2,0.8971141143310063
0.25,0.75,1.2,0.8974640612770214
0.25,0.5,1.2,0.8980043154334508
0.75,0.0,1.2,0.8981107835574045
0.75,1.0,1.2,0.8985363354578736
0.25,0.25,1.2,0.8987544961109561
0.25,0.0,1.2,0.8997041549830734
1.0,0.5,1.2,0.900723285958837
1.0,0.25,1.2,0.9008058206819676
0.0,0.0,0.8,0.9025518834207729
0.0,0.25,0.8,0.9025518834207729
0.0,0.5,0.8,0.9025518834207729
0.0,0.75,0.8,0.9025518834207729
0.0,1.0,0.8,0.9025518834207729
1.0,0.75,1.2,0.9040971369514564
1.0,0.0,1.2,0.9045748331278691
1.25,1.0,0.8,0.905117369823326
1.25,1.0,1.0,0.9052160232748517
0.0,0.0,1.2,0.9072447510691732
0.0,0.25,1.2,0.9072447510691732
0.0,0.5,1.2,0.9072447510691732
0.0,0.75,1.2,0.9072447510691732
0.0,1.0,1.2,0.9072447510691732
1.0,1.0,1.2,0.9108698705517676
1.25,0.25,1.2,0.911522933230246
1.25,0.5,1.2,0.9127729317529462
1.25,0.0,1.2,0.9162007697204019
1.25,0.75,1.2,0.9196520870963083
1.25,1.0,1.2,0.931851553810092
