alpha,lambda20,kappa,score
0.5,0.0,1.0,0.91572553466811
0.5,0.25,1.0,0.91650426877767
0.25,0.0,1.0,0.9166764510009683
0.25,0.25,1.0,0.9169720300525682
0.25,0.5,1.0,0.9174725513028831
0.5,0.5,1.0,0.9181222729758932
0.25,0.75,1.0,0.9181806371351896
0.75,0.0,1.0,0.9186874274398391
0.25,1.0,1.0,0.919092561913234
0.75,0.25,1.0,0.9201931926049817
0.5,0.75,1.0,0.9205665781197662
0.5,0.0,0.8,0.9208834867812926
0.5,0.25,0.8,0.9211357139208555
0.25,0.0,0.8,0.9211779098747739
0.25,0.25,0.8,0.9212239565312957
0.0,0.0,1.0,0.9214081494452826
0.0,0.25,1.0,0.9214081494452826
0.0,0.5,1.0,0.9214081494452826
0.0,0.75,1.0,0.9214081494452826
0.0,1.0,1.0,0.9214081494452826
0.25,0.5,0.8,0.921430296215408
0.25,0.75,0.8,0.9217869862491729
0.5,0.5,0.8,0.9220632614888905
0.25,1.0,0.8,0.9223261501924479
0.75,0.5,1.0,0.923651533344711
0.75,0.0,0.8,0.9236731730803982
0.5,0.75,0.8,0.9236871204893308
0.5,1.0,1.0,0.9238480775929215
0.0,0.0,0.8,0.9241471943411292
0.0,0.25,0.8,0.9241471943411292
0.0,0.5,0.8,0.9241471943411292
0.0,0.75,0.8,0.9241471943411292
0.0,1.0,0.8,0.9241471943411292
0.75,0.25,0.8,0.9243463768730948
1.0,0.0,1.0,0.9258570239031414
0.5,1.0,0.8,0.9259930302538782
0.75,0.5,0.8,0.9266050516199293
1.0,0.25,1.0,0.9283691944608836
0.75,0.75,1.0,0.9290350402345466
1.0,0.0,0.8,0.9297034742989922
0.75,0.75,0.8,0.9304222442377631
1.0,0.25,0.8,0.9310705193578702
1.0,0.5,1.0,0.9344542159275993
1.0,0.5,0.8,0.9353118896950313
0.75,1.0,0.8,0.9357964969915404
0.5,0.0,1.2,0.9362686028854726
0.75,1.0,1.0,0.9364091470141476
1.25,0.0,1.0,0.9374689857954817
0.5,0.25,1.2,0.9375578914222952
0.25,0.0,1.2,0.9378738818271286
0.25,0.25,1.2,0.9384130983189448
0.25,0.5,1.2,0.9391874631439387
1.25,0.0,0.8,0.9392234298993318
0.75,0.0,1.2,0.9393436880970432
0.5,0.5,1.2,0.9398318610809432
0.25,0.75,1.2,0.9401966110105275
1.25,0.25,1.0,0.9413325594390471
0.25,1.0,1.2,0.9414461719243672
1.25,0.25,0.8,0.9415806815765494
0.75,0.25,1.2,0.9416824529743802
1.0,0.75,0.8,0.9424141701173582
0.5,0.75,1.2,0.9430932363338537
0.0,0.0,1.2,0.9438744036087808
0.0,0.25,1.2,0.9438744036087808
0.0,0.5,1.2,0.9438744036087808
0.0,0.75,1.2,0.9438744036087808
0.0,1.0,1.2,0.9438744036087808
1.0,0.75,1.0,0.9441460538635265
0.75,0.5,1.2,0.9463369044164591
0.5,1.0,1.2,0.9473670423532506
1.0,0.0,1.2,0.94747369662784
1.25,0.5,0.8,0.9485510895416911
1.25,0.5,1.0,0.9510809937651865
1.0,0.25,1.2,0.9512018553735407
1.0,1.0,0.8,0.9523544776736943
0.75,0.75,1.2,0.9532877596561234
1.0,1.0,1.0,0.9575365625528152
1.0,0.5,1.2,0.9591877283559064
1.25,0.75,0.8,0.9601678879939999
1.25,0.0,1.2,0.9608240798319938
0.75,1.0,1.2,0.962602690782369
1.25,0.25,1.2,0.9663035870596599
1.25,0.75,1.0,0.9667460329424928
1.0,0.75,1.2,0.9714850038733402
1.25,1.0,0.8,0.97642787474835
1.25,0.5,1.2,0.9788026289567489
1.0,1.0,1.2,0.9880847836311099
1.25,1.0,1.0,0.98837826167426
1.25,0.75,1.2,0.9982868426799018
1.25,1.0,1.2,1.0249153336104073
