alpha,lambda20,kappa,score
0.75,0.5,1.0,0.9075110219929581
0.75,0.25,1.0,0.9084112262114611
0.75,0.75,1.0,0.9084879552613303
0.5,0.75,1.0,0.9093149259305418
0.5,0.5,1.0,0.9093830752371049
0.5,1.0,1.0,0.9099553540227773
0.5,0.25,1.0,0.9101567419078554
0.75,0.0,1.0,0.9110990629988908
0.75,1.0,1.0,0.9111078222518304
0.5,0.0,1.0,0.9116929364004162
1.0,0.5,1.0,0.9126805438160386
1.0,0.25,1.0,0.9131937709092979
1.0,0.75,1.0,0.9156245295991586
0.5,0.75,1.2,0.916259356264812
0.25,1.0,1.0,0.9165476452487645
0.5,0.5,1.2,0.9166185823217589
0.25,0.75,1.0,0.9167319676755263
0.5,1.0,1.2,0.9168032517639693
0.25,0.5,1.0,0.9170620380473039
1.0,0.0,1.0,0.917225163090831
0.25,0.25,1.0,0.9175546710993769
0.5,0.25,1.2,0.9178926257519945
0.25,1.0,1.2,0.917961232896448
0.25,0.0,1.0,0.9182372437959611
0.25,0.75,1.2,0.9182613327478184
0.25,0.5,1.2,0.9187656136890606
1.0,0.25,0.8,0.919098703395477
1.0,0.5,0.8,0.919112349097509
0.25,0.25,1.2,0.9194896545156237
0.5,0.0,1.2,0.9200146057048659
0.25,0.0,1.2,0.9204370731060874
0.75,0.5,1.2,0.9215925743771847
1.25,0.25,0.8,0.9216962574218104
1.0,0.75,0.8,0.9217882180753633
1.0,1.0,1.0,0.9218264764237589
1.0,0.0,0.8,0.9219042188200296
0.75,0.5,0.8,0.9221352116525908
0.75,0.75,1.2,0.9223563373426079
0.75,0.25,0.8,0.9223891974445322
1.25,0.5,0.8,0.9224827133017613
0.75,0.25,1.2,0.9229448774597028
0.75,0.75,0.8,0.9232406043088749
0.75,0.0,0.8,0.9241638312567991
0.75,1.0,1.2,0.9251484206644636
0.75,1.0,0.8,0.9256090148205564
1.25,0.25,1.0,0.925672467924049
1.25,0.0,0.8,0.9259004622300181
1.25,0.5,1.0,0.926110747087052
0.75,0.0,1.2,0.9264497959708309
1.0,1.0,0.8,0.926941800345573
0.0,0.0,1.2,0.9269476401504362
0.0,0.25,1.2,0.9269476401504362
0.0,0.5,1.2,0.9269476401504362
0.0,0.75,1.2,0.9269476401504362
0.0,1.0,1.2,0.9269476401504362
1.25,0.75,0.8,0.9278525682560245
0.0,0.0,1.0,0.930088494183994
0.0,0.25,1.0,0.930088494183994
0.0,0.5,1.0,0.930088494183994
0.0,0.75,1.0,0.930088494183994
0.0,1.0,1.0,0.930088494183994
0.5,0.5,0.8,0.9307234258044856
0.5,0.75,0.8,0.9308868132814928
0.5,0.25,0.8,0.9311319342653374
1.25,0.0,1.0,0.9313136289313207
0.5,1.0,0.8,0.931566794333643
0.5,0.0,0.8,0.9321385486836822
1.25,0.75,1.0,0.9323730996994907
1.0,0.5,1.2,0.9348648462651987
1.0,0.25,1.2,0.9357950027063121
1.25,1.0,0.8,0.9373906880246694
1.0,0.75,1.2,0.9380028773178547
1.0,0.0,1.2,0.9409957389831032
0.25,1.0,0.8,0.9437830982048508
0.25,0.75,0.8,0.943846176870293
0.25,0.5,0.8,0.944041636044469
1.25,1.0,1.0,0.9440750303721719
0.25,0.25,0.8,0.9443583733612673
0.25,0.0,0.8,0.9448080726997266
1.0,1.0,1.2,0.9451064374255896
1.25,0.25,1.2,0.9580189440525013
1.25,0.5,1.2,0.9581036336205182
0.0,0.0,0.8,0.9612234277078466
0.0,0.25,0.8,0.9612234277078466
0.0,0.5,0.8,0.9612234277078466
0.0,0.75,0.8,0.9612234277078466
0.0,1.0,0.8,0.9612234277078466
1.25,0.0,1.2,0.9649624490642517
1.25,0.75,1.2,0.9649766131272509
1.25,1.0,1.2,0.9784608757935647
