alpha,lambda20,kappa,score
0.75,1.0,1.2,0.6938404039450051
0.75,0.75,1.2,0.7013976856247792
1.0,1.0,1.0,0.703189393102588
0.75,1.0,1.0,0.7047677750476921
1.0,0.75,1.0,0.7078511414484217
1.0,0.75,1.2,0.7091305739634777
1.0,1.0,1.2,0.7101841233679361
0.75,0.5,1.2,0.7108417019743778
0.5,1.0,1.2,0.7132140283232075
1.0,0.5,1.2,0.7137471364134357
1.0,1.0,0.8,0.7139707379830296
0.75,0.75,1.0,0.7142738900986532
1.0,0.5,1.0,0.7165703275026521
0.5,0.75,1.2,0.7211365153954141
0.75,0.25,1.2,0.7220070980250718
1.0,0.25,1.2,0.7230166088696879
1.0,0.75,0.8,0.7232393100443648
0.75,0.5,1.0,0.7251684228371621
1.0,0.25,1.0,0.7289010709445876
0.5,0.5,1.2,0.7296178481104342
1.25,0.75,0.8,0.7307675679352515
0.75,1.0,0.8,0.7314827430409132
1.25,1.0,0.8,0.7322318734754757
0.5,1.0,1.0,0.7338573079701018
0.75,0.0,1.2,0.7346281776682249
1.0,0.5,0.8,0.7351586219863054
1.25,0.5,1.0,0.7357071964445026
1.0,0.0,1.2,0.7363084092860239
1.25,0.5,0.8,0.7363900679745393
0.75,0.25,1.0,0.7372216872713345
1.25,0.75,1.0,0.7376588435689954
0.5,0.25,1.2,0.7386377268292925
1.25,0.25,1.0,0.7418978954439419
0.5,0.75,1.0,0.7423265681008386
0.75,0.75,0.8,0.7423479895328922
1.0,0.0,1.0,0.7437661325364767
1.25,0.25,0.8,0.7480811736052455
0.5,0.0,1.2,0.7481054352159685
1.0,0.25,0.8,0.7491681943054038
1.25,1.0,1.0,0.7492742860285684
0.75,0.0,1.0,0.7502925993694031
0.5,0.5,1.0,0.7511645404409978
1.25,0.25,1.2,0.7519359483021184
1.25,0.5,1.2,0.7520056449290315
0.25,1.0,1.2,0.7535264576606262
0.75,0.5,0.8,0.754077224371931
1.25,0.0,1.0,0.7549784207327958
0.25,0.75,1.2,0.7582590206937192
0.5,0.25,1.0,0.7603459196016602
1.25,0.0,1.2,0.7605119701502608
1.25,0.75,1.2,0.7622823870356574
0.25,0.5,1.2,0.7630735614981079
1.25,0.0,0.8,0.7641751520353587
1.0,0.0,0.8,0.765015633616482
0.75,0.25,0.8,0.7666857047169986
0.25,0.25,1.2,0.7679821906121352
0.5,1.0,0.8,0.7695211776789084
0.5,0.0,1.0,0.7698350028270449
0.25,0.0,1.2,0.772960999416692
0.5,0.75,0.8,0.7781786855753685
0.25,1.0,1.0,0.7791261113427583
0.75,0.0,0.8,0.7799003201121703
0.25,0.75,1.0,0.7837645609982701
1.25,1.0,1.2,0.7849682432586682
0.5,0.5,0.8,0.7870121777908918
0.25,0.5,1.0,0.7884275889264769
0.25,0.25,1.0,0.7931237361390885
0.5,0.25,0.8,0.7959714317911858
0.25,0.0,1.0,0.7978471064086539
0.0,0.0,1.2,0.8036363717178917
0.0,0.25,1.2,0.8036363717178917
0.0,0.5,1.2,0.8036363717178917
0.0,0.75,1.2,0.8036363717178917
0.0,1.0,1.2,0.8036363717178917
0.5,0.0,0.8,0.8050084368114948
0.25,1.0,0.8,0.8173148425929374
0.25,0.75,0.8,0.8215806581051174
0.25,0.5,0.8,0.8258375827214856
0.0,0.0,1.0,0.8282369276403062
0.0,0.25,1.0,0.8282369276403062
0.0,0.5,1.0,0.8282369276403062
0.0,0.75,1.0,0.8282369276403062
0.0,1.0,1.0,0.8282369276403062
0.25,0.25,0.8,0.8300767399408803
0.25,0.0,0.8,0.8342884791857254
0.0,0.0,0.8,0.8627610704865674
0.0,0.25,0.8,0.8627610704865674
0.0,0.5,0.8,0.8627610704865674
0.0,0.75,0.8,0.8627610704865674
0.0,1.0,0.8,0.8627610704865674
