alpha,lambda20,kappa,score
0.5,0.25,0.8,0.39540479353862235
0.5,0.5,0.8,0.39541479800739804
0.5,0.0,0.8,0.3956841985551764
0.5,0.75,0.8,0.39569200388157455
0.25,0.75,1.0,0.3957782287473127
0.25,1.0,1.0,0.39578497848922156
0.25,0.5,1.0,0.3958574809770047
0.25,0.25,1.0,0.3960167514037629
0.5,1.0,0.8,0.39623417434033603
0.25,0.0,1.0,0.3962554301784101
0.75,0.25,0.8,0.39633188286652626
0.75,0.5,0.8,0.39647702744425395
0.25,0.5,0.8,0.3965549011756554
0.25,0.75,0.8,0.3965696255363731
0.25,0.25,0.8,0.3965961046515876
0.25,1.0,0.8,0.39664205732212365
0.25,0.0,0.8,0.3966965758671324
0.0,0.0,1.0,0.3968416315382834
0.0,0.25,1.0,0.3968416315382834
0.0,0.5,1.0,0.3968416315382834
0.0,0.75,1.0,0.3968416315382834
0.0,1.0,1.0,0.3968416315382834
0.75,0.0,0.8,0.3968685196764795
0.75,0.75,0.8,0.397252715496483
0.5,0.5,1.0,0.39730438542200275
0.5,0.75,1.0,0.39741647713761796
0.5,0.25,1.0,0.39753813230480733
0.5,1.0,1.0,0.3978616270113066
0.5,0.0,1.0,0.3980976198486155
0.75,1.0,0.8,0.3986334426273468
0.0,0.0,0.8,0.3995670444768866
0.0,0.25,0.8,0.3995670444768866
0.0,0.5,0.8,0.3995670444768866
0.0,0.75,0.8,0.3995670444768866
0.0,1.0,0.8,0.3995670444768866
1.0,0.25,0.8,0.39957854526799014
1.0,0.5,0.8,0.3999410373555819
1.0,0.0,0.8,0.400462990722333
0.75,0.5,1.0,0.40134045967571524
0.75,0.25,1.0,0.40149712305781704
1.0,0.75,0.8,0.4015222249393169
0.75,0.75,1.0,0.40195547161044737
0.75,0.0,1.0,0.4024430737461684
0.75,1.0,1.0,0.4033257354379931
1.0,1.0,0.8,0.40419894591405053
0.0,0.0,1.2,0.4051882602693248
0.0,0.25,1.2,0.4051882602693248
0.0,0.5,1.2,0.4051882602693248
0.0,0.75,1.2,0.4051882602693248
0.0,1.0,1.2,0.4051882602693248
1.25,0.25,0.8,0.4054330337053108
0.25,1.0,1.2,0.4060532565394393
1.25,0.5,0.8,0.4061425347832063
0.25,0.75,1.2,0.406142917567702
0.25,0.5,1.2,0.40631853155182246
0.25,0.25,1.2,0.40658351089251266
1.25,0.0,0.8,0.406829964850892
0.25,0.0,1.2,0.4069343412344518
1.0,0.25,1.0,0.40818115148997464
1.0,0.5,1.0,0.40820606921382047
1.25,0.75,0.8,0.40888534672369353
1.0,0.0,1.0,0.4096483969080508
1.0,0.75,1.0,0.40967804281572856
0.5,0.75,1.2,0.41002166496458803
0.5,0.5,1.2,0.4100597770518894
0.5,1.0,1.2,0.4103388928549686
0.5,0.25,1.2,0.4104742163911413
0.5,0.0,1.2,0.41127332499019925
1.0,1.0,1.0,0.4126437113670142
1.25,1.0,0.8,0.41352177952308344
0.75,0.5,1.2,0.41673755804289303
0.75,0.25,1.2,0.4171693586909952
0.75,0.75,1.2,0.4172095898448719
1.25,0.25,1.0,0.4180371720370333
1.25,0.5,1.0,0.41844533597090555
0.75,0.0,1.2,0.41853120552383016
0.75,1.0,1.2,0.4185678190971114
1.25,0.0,1.0,0.42024148048780513
1.25,0.75,1.0,0.4213113494917139
1.25,1.0,1.0,0.4266775424881522
1.0,0.5,1.2,0.42686370455532424
1.0,0.25,1.2,0.4271231767169456
1.0,0.75,1.2,0.42831721699522946
1.0,0.0,1.2,0.4291886478969889
1.0,1.0,1.2,0.4314509003157259
1.25,0.25,1.2,0.4408783340751363
1.25,0.5,1.2,0.4410475659672393
1.25,0.0,1.2,0.44374243614078246
1.25,0.75,1.2,0.4440784029608351
1.25,1.0,1.2,0.4499434852456114
