alpha,lambda20,kappa,score
0.75,0.25,1.0,0.8969557652558074
0.75,0.5,1.0,0.8975842356520513
0.5,0.5,1.0,0.8977555523651
0.5,0.25,1.0,0.8980872251480582
0.5,0.75,1.0,0.8982717067407593
0.75,0.0,1.0,0.8983496933621338
0.5,0.0,1.0,0.8992598620986647
0.5,1.0,1.0,0.8996050533220659
0.75,0.75,1.0,0.900225571661228
1.0,0.25,1.0,0.9005887590569106
1.0,0.0,1.0,0.9017293870760783
0.25,1.0,1.0,0.9025487867033434
0.25,0.75,1.0,0.9026422706941274
0.25,0.5,1.0,0.9029353729704531
1.0,0.5,1.0,0.9031198252976974
0.25,0.25,1.0,0.9034383963452328
0.25,0.0,1.0,0.9041411997666641
0.75,1.0,1.0,0.9048117714175282
0.75,0.25,1.2,0.9072170253804489
0.5,0.25,1.2,0.9073188828655667
0.75,0.0,1.2,0.9073441889995593
0.5,0.0,1.2,0.9077897933795803
0.5,0.5,1.2,0.9078622970960879
1.25,0.25,1.0,0.9091168450500076
1.0,0.75,1.0,0.9092101938992292
0.75,0.5,1.2,0.9093564509020665
0.5,0.75,1.2,0.9094614420324902
1.25,0.0,1.0,0.9096113053737899
1.0,0.0,1.2,0.9118860332265909
0.5,1.0,1.2,0.9120454912635555
1.0,0.25,1.2,0.9124009084549801
0.25,0.5,1.2,0.912565358182611
0.0,0.0,1.0,0.9126427128468725
0.0,0.25,1.0,0.9126427128468725
0.0,0.5,1.0,0.9126427128468725
0.0,0.75,1.0,0.9126427128468725
0.0,1.0,1.0,0.9126427128468725
0.25,0.25,1.2,0.9126836907236273
0.25,0.75,1.2,0.9126958834264955
0.25,0.0,1.2,0.9130481079337158
0.25,1.0,1.2,0.9130615364297364
0.75,0.75,1.2,0.9138362451883505
0.75,0.5,0.8,0.9141857401160061
1.25,0.5,1.0,0.9145658595545598
0.75,0.75,0.8,0.9147709909206424
0.75,0.25,0.8,0.9151430542757353
0.5,0.75,0.8,0.9153070020303998
0.5,1.0,0.8,0.9153639601700737
0.5,0.5,0.8,0.9159374154076967
1.0,0.25,0.8,0.9166603954320527
1.0,0.5,0.8,0.9167413473985117
0.75,1.0,0.8,0.916942873431403
0.5,0.25,0.8,0.9172427107576472
1.0,0.5,1.2,0.9172574012823702
0.75,0.0,0.8,0.9177128967307708
1.0,1.0,1.0,0.919103534354876
0.5,0.0,0.8,0.9192025767179336
1.0,0.0,0.8,0.91951497631648
1.0,0.75,0.8,0.919746740491671
0.25,1.0,0.8,0.9201583070492299
0.75,1.0,1.2,0.920680427594927
0.25,0.75,0.8,0.9207738790715301
0.25,0.5,0.8,0.9215551960177881
1.25,0.0,1.2,0.9217243985012559
1.25,0.25,0.8,0.9222881319508696
0.25,0.25,0.8,0.9224956381070089
0.0,0.0,1.2,0.9226778268297895
0.0,0.25,1.2,0.9226778268297895
0.0,0.5,1.2,0.9226778268297895
0.0,0.75,1.2,0.9226778268297895
0.0,1.0,1.2,0.9226778268297895
1.25,0.25,1.2,0.9234541738110617
0.25,0.0,0.8,0.9235920248453877
1.25,0.5,0.8,0.9242748256074197
1.25,0.0,0.8,0.9249804101559547
1.0,1.0,0.8,0.9256580308848734
1.25,0.75,1.0,0.9258825854145842
1.0,0.75,1.2,0.9264203393502666
0.0,0.0,0.8,0.9304476189525649
0.0,0.25,0.8,0.9304476189525649
0.0,0.5,0.8,0.9304476189525649
0.0,0.75,0.8,0.9304476189525649
0.0,1.0,0.8,0.9304476189525649
1.25,0.75,0.8,0.9309759963420562
1.25,0.5,1.2,0.9321453270968896
1.0,1.0,1.2,0.9398316837761849
1.25,1.0,0.8,0.9424873611556265
1.25,1.0,1.0,0.943241953560188
1.25,0.75,1.2,0.9478803065661445
1.25,1.0,1.2,0.9707682354598202
