asset_id,rows,origin_days,mean_delta_pct
64,1580,1580,0.03777526873149304
212,331,331,0.02569243621069706
189,1580,1580,0.022216871062312765
141,1580,1580,0.022139264624623744
194,1518,1518,0.021970816459458004
250,1580,1580,0.021817312119860138
151,1580,1580,0.02049369957767651
8,1505,1505,0.019352176355477476
16,1580,1580,0.01911750169187255
420,1504,1504,0.018536546133696607
221,1505,1505,0.017841101816718493
211,636,636,0.01749617515803649
359,1507,1507,0.017026746596946717
320,1505,1505,0.01702180694124276
139,1508,1508,0.016796889397806776
128,1580,1580,0.01650706728286707
254,1505,1505,0.016255598218589275
195,1505,1505,0.01620652066650013
183,1562,1562,0.016116069090190595
471,1580,1580,0.01605901601515154
220,1505,1505,0.01586404478379908
490,1505,1505,0.015836521689507884
322,1502,1502,0.01576760370439957
180,1505,1505,0.01554299148448711
166,1577,1577,0.01547854618680241
63,1502,1502,0.015367276651061466
153,1505,1505,0.015254627918717727
328,1505,1505,0.014962587409851614
62,1505,1505,0.014957253832683962
400,1514,1514,0.014948350573807775
150,1505,1505,0.01476897633546858
430,1502,1502,0.014712633563630477
83,1503,1503,0.014394114550069552
257,1577,1577,0.014371395625983883
218,1505,1505,0.01424065973337707
327,1502,1502,0.01421165275075445
414,1529,1529,0.014195737422230334
13,1580,1580,0.013780230794993737
345,1505,1505,0.013762928489895033
310,1504,1504,0.013713025687296336
412,1505,1505,0.013679399094174387
297,1502,1502,0.013540832702882453
466,1505,1505,0.01341903461834008
269,546,546,0.013309787843565145
101,1577,1577,0.0132911457151103
147,1577,1577,0.013284873610349062
208,1505,1505,0.013181849115991209
402,1502,1502,0.013146734054251787
231,1505,1505,0.01313693684138942
238,1517,1517,0.01309678755433949
444,1520,1520,0.013091684761112892
97,1580,1580,0.013091406814178945
457,1580,1580,0.013038780818015013
144,1523,1523,0.012985565501695471
31,1502,1502,0.012948233849577596
95,1502,1502,0.012731956697112294
246,1580,1580,0.01272790553277844
27,1505,1505,0.012713136095867501
394,1502,1502,0.01259844274501507
349,1505,1505,0.01258454178565682
357,1574,1574,0.012557268984305984
45,1505,1505,0.012542254012079162
202,1577,1577,0.012489347277460582
426,1505,1505,0.012466822333768727
429,1547,1547,0.012406571997625534
28,1505,1505,0.012255831361679983
169,1502,1502,0.012166654285713407
375,1505,1505,0.012151577359513074
209,1580,1580,0.012087541527654703
492,1499,1499,0.01205786494677205
333,1502,1502,0.011986061781353226
434,1502,1502,0.011845264650361504
188,1505,1505,0.011793218937360428
503,1505,1505,0.011702865497714253
35,1505,1505,0.011694088454171503
450,1580,1580,0.011670412296862857
225,1505,1505,0.011569074316202169
428,1505,1505,0.011514834319175214
174,1502,1502,0.011429548148205959
390,1505,1505,0.011346963760376522
152,1505,1505,0.011335535244171635
281,1526,1526,0.011239107528239494
260,1580,1580,0.011216447935884154
303,1505,1505,0.01119121060593449
397,1502,1502,0.011077587851529017
192,1502,1502,0.011006492205507383
372,1505,1505,0.010920997206760678
465,1580,1580,0.010898611815204962
268,1505,1505,0.010886738602239873
73,1502,1502,0.010775841655536711
341,1505,1505,0.010728221042815267
502,1502,1502,0.0106618074606528
207,1514,1514,0.010634285521303688
326,1502,1502,0.010510975026265844
376,1505,1505,0.01049576127504545
252,1502,1502,0.010462724693930022
55,1580,1580,0.010402588775915166
469,1505,1505,0.010393977226559974
11,1505,1505,0.01034016478000797
495,1505,1505,0.010317293729978595
419,1505,1505,0.010304616819983101
408,1502,1502,0.010275521148073641
29,1505,1505,0.010160903155452495
255,1499,1499,0.010073096938379928
439,1505,1505,0.01002987953082897
170,1502,1502,0.009991202790269908
36,1511,1511,0.009979532690320335
491,1562,1562,0.00997036335198088
475,1502,1502,0.009930959318863411
483,1562,1562,0.00986821030016933
125,1556,1556,0.00972879084496098
289,1580,1580,0.00972379605299957
399,1505,1505,0.009673351785341098
278,1505,1505,0.009667354401152156
228,1471,1471,0.009611256987686794
1,1501,1501,0.009604956733608387
105,1514,1514,0.00956263865733039
160,1499,1499,0.009506756428707944
39,1500,1500,0.009469468985151818
173,1505,1505,0.009422152966789603
261,1505,1505,0.00940889404852091
403,1550,1550,0.009391552684968052
282,1502,1502,0.009376989470430067
334,1505,1505,0.00933271002912323
287,1502,1502,0.009231662840581816
468,1562,1562,0.009178753182539263
161,1502,1502,0.00917713421548282
198,1505,1505,0.00915062919688847
284,1505,1505,0.00913756735118848
132,1526,1526,0.009134945248268977
500,1505,1505,0.009131154210843187
382,1505,1505,0.009097763255524988
424,1505,1505,0.009089341372450249
178,1511,1511,0.009045630712732183
442,1505,1505,0.009030616238644009
74,1505,1505,0.009009161264739354
126,1574,1574,0.008982790499141012
291,1502,1502,0.008980807620868135
49,1503,1503,0.008969230443104296
222,1580,1580,0.008939564962397575
405,1502,1502,0.008892440514224172
88,1505,1505,0.008849920909920962
181,1502,1502,0.008835635838206216
134,1505,1505,0.008759648951258595
107,1505,1505,0.008730881325935672
386,1502,1502,0.008718429369558736
451,1502,1502,0.008623123266554206
38,1502,1502,0.008613438311934186
476,1505,1505,0.008589622844382862
23,1577,1577,0.008582759324648317
315,1502,1502,0.008561681009359189
487,1502,1502,0.00855426671319813
156,1505,1505,0.008547368689347563
489,1502,1502,0.0085362519304808
452,1580,1580,0.008527818759006689
48,1505,1505,0.00850980033454606
295,1504,1504,0.008498695570472241
494,1505,1505,0.008482646368088823
159,1502,1502,0.00847101632441381
58,1505,1505,0.008453723222787474
203,1499,1499,0.008426343705434396
20,1550,1550,0.008386590804950677
415,1502,1502,0.00835699894267706
241,1505,1505,0.0083136315058449
109,1505,1505,0.00829043547714576
5,1511,1511,0.008284628365455257
65,1505,1505,0.008275848853112803
251,1529,1529,0.008271060402008491
21,1550,1550,0.008232198169853471
3,1505,1505,0.008231377151596272
30,1502,1502,0.008202632880847976
164,1505,1505,0.00818315431379949
391,1559,1559,0.008147532044297632
499,1505,1505,0.008144233284287681
15,1505,1505,0.008136809417553301
337,1504,1504,0.00813548239841042
336,1505,1505,0.008094449805630607
163,1580,1580,0.008084324478905903
129,1495,1495,0.008077142577954173
338,1505,1505,0.008047454725595206
325,1505,1505,0.007990619322245771
493,1502,1502,0.007955739239619635
371,1505,1505,0.007953280065111236
385,1517,1517,0.007941604566270802
43,1577,1577,0.007937983134315157
488,1504,1504,0.00790985038351463
437,1505,1505,0.007895537290151668
461,1535,1535,0.007891672037151815
249,1520,1520,0.007865512936580348
204,1544,1544,0.007849071614563727
167,1505,1505,0.007836648528603352
70,1547,1547,0.007828328206035105
81,1580,1580,0.007827362475134022
346,1577,1577,0.007812427645628746
206,1505,1505,0.007808920902953597
236,1505,1505,0.007798169436468745
283,1541,1541,0.0077972060980922775
482,1502,1502,0.0077630014555380164
462,1505,1505,0.007736989448962244
223,1505,1505,0.0076879553512882405
205,1544,1544,0.007618719788608442
42,1580,1580,0.007607995015993357
149,1505,1505,0.00759931249928378
80,1505,1505,0.00757424623475057
253,1505,1505,0.007572745414143344
270,1505,1505,0.00755132037666559
