fold_id,rows,origin_days,mean_delta_pct
0,142690,316,0.0368081968770261
4,146216,315,0.008899305335546418
2,145084,316,0.006284733373543569
3,145530,316,0.002524996126468065
1,144053,316,-0.018065930226084815
