fold_id,rows,origin_days,mean_delta_pct
0,150397,317,0.010042762874418661
3,153646,316,0.006379492528684032
4,154831,316,0.0042375033923160435
2,152888,316,0.003657766873885428
1,152173,317,-0.0008607081827361915
