fold_id,rows,origin_days,mean_delta_pct
0,133204,315,0.07816919452002381
4,136060,315,0.015294419510236872
2,134913,315,0.007105497016665885
3,135079,315,-0.0006006112640523612
1,134135,315,-0.04333444979043969
