asset_id,rows,origin_days,mean_delta_pct
64,1579,1579,0.05035367295102732
212,317,317,0.035532122669317844
221,1454,1454,0.03439771724172596
194,1477,1477,0.03160662360366218
420,1452,1452,0.029658942812580993
220,1454,1454,0.029502228573061264
8,1454,1454,0.028567307573720727
141,1579,1579,0.027079018262439924
238,1474,1474,0.02647052418121158
250,1579,1579,0.02638440493640249
139,1459,1459,0.025822912645937002
195,1454,1454,0.025630251361210245
492,1444,1444,0.025377246224291806
189,1579,1579,0.023945142509870336
471,1579,1579,0.02383984694511009
466,1454,1454,0.02363231662179183
260,1579,1579,0.02348869734787135
322,1449,1449,0.023296799215652707
414,1494,1494,0.02289104358283126
63,1450,1450,0.022610670624927613
359,1457,1457,0.022447862473445282
28,1454,1454,0.02235627851722349
269,526,526,0.022085313779656113
211,612,612,0.02204671406862476
218,1454,1454,0.02198433155040258
490,1454,1454,0.021505016346955935
375,1454,1454,0.02133843782050073
166,1574,1574,0.021073305078681773
310,1452,1452,0.020363173721237502
357,1569,1569,0.020304205583029998
62,1454,1454,0.02024834063053932
400,1469,1469,0.020189373061145235
83,1451,1451,0.020180332450689703
31,1449,1449,0.02016190239078253
402,1449,1449,0.020094538159226138
345,1454,1454,0.019983053460742882
208,1454,1454,0.019981027387525788
97,1579,1579,0.019802134295708016
207,1469,1469,0.01979655039302666
327,1449,1449,0.019753202792163523
429,1524,1524,0.019750961354600218
128,1579,1579,0.019738147073782426
349,1454,1454,0.01964108036295871
151,1579,1579,0.019332839863074592
95,1451,1451,0.01929970407713142
254,1454,1454,0.01923427924391982
180,1454,1454,0.018982174237148073
246,1579,1579,0.018808562679839613
105,1469,1469,0.018776062183389473
397,1449,1449,0.018741384297054676
502,1449,1449,0.018704755515658367
476,1454,1454,0.018483176268542043
320,1454,1454,0.01847336916312427
27,1454,1454,0.01811418951918249
390,1454,1454,0.018059003501125423
228,1397,1397,0.017934482897840023
442,1454,1454,0.017934171110473646
257,1574,1574,0.017880806917738384
188,1454,1454,0.017845637993234128
430,1449,1449,0.01768949815339488
161,1449,1449,0.01761270342491784
150,1454,1454,0.01751259110518917
36,1464,1464,0.01740889087294898
268,1454,1454,0.017375460211016394
303,1454,1454,0.017298430154183017
147,1574,1574,0.017260641314231315
174,1450,1450,0.017104023007728716
101,1574,1574,0.016991030684749147
20,1529,1529,0.01698008147324715
144,1484,1484,0.016825714693839065
404,126,126,0.016702407022461622
73,1449,1449,0.01663494485679732
107,1454,1454,0.0166188631992419
21,1529,1529,0.01649872400215367
297,1450,1450,0.016438414232675006
405,1451,1451,0.016421087542858346
45,1454,1454,0.016397837531598052
11,1454,1454,0.0163729281120134
39,1446,1446,0.016292825807657372
491,1549,1549,0.016283879483161158
434,1449,1449,0.016268798859044375
457,1579,1579,0.01624850282545323
468,1550,1550,0.016230367757059702
424,1454,1454,0.016216681818570063
372,1454,1454,0.016208594947132834
475,1449,1449,0.015992353346699593
270,1454,1454,0.015902281001226877
451,1449,1449,0.01570476850811751
13,1579,1579,0.015667028490249126
5,1464,1464,0.015522511772798644
259,1449,1449,0.015387530270250395
382,1454,1454,0.015273049471032965
35,1454,1454,0.01516558040358004
461,1504,1504,0.015072096109189968
394,1451,1451,0.015057618895549062
474,1454,1454,0.014979131983607055
152,1454,1454,0.014978196632911478
153,1454,1454,0.014954270942837872
255,1444,1444,0.014876183250900886
408,1449,1449,0.014745078048689585
132,1490,1490,0.014726090223023673
328,1454,1454,0.014685661315379383
198,1453,1453,0.014632646052931105
389,1199,1199,0.014630818420513855
156,1454,1454,0.014452695532189197
65,1454,1454,0.014370550690977297
170,1448,1448,0.01435031075474121
29,1454,1454,0.014305374886600828
178,1464,1464,0.0142814418646111
426,1454,1454,0.014240229791737667
350,1579,1579,0.014221294593658352
333,1449,1449,0.014140192130625884
225,1454,1454,0.014129976753258172
399,1454,1454,0.014063474905912657
469,1454,1454,0.01393516760511796
443,1464,1464,0.01391130019337258
160,1444,1444,0.01383406546751649
1,1448,1448,0.013793967292957105
428,1454,1454,0.013790544967499959
385,1474,1474,0.013770198558536789
450,1579,1579,0.013745749381336544
315,1451,1451,0.013658898908232967
158,1449,1449,0.013559318068751821
163,1579,1579,0.013543989106336323
209,1579,1579,0.013489876071619422
183,1549,1549,0.013284631227889645
503,1454,1454,0.013277764634350708
169,1449,1449,0.013255560381273155
311,1579,1579,0.013243753353375892
223,1454,1454,0.013238996887907667
288,1454,1454,0.013191444646306047
274,1459,1459,0.013163032707516259
446,1448,1448,0.013144611677080876
337,1452,1452,0.013125871737307334
323,1454,1454,0.013116505332203598
391,1544,1544,0.013090644828383936
281,1489,1489,0.012998546996216597
278,1454,1454,0.012982174796795148
82,1454,1454,0.012941678172815838
346,1574,1574,0.012897513447209956
456,1449,1449,0.012885831211648064
125,1539,1539,0.012879762854759228
291,1450,1450,0.0128743231363351
334,1454,1454,0.012850182644460036
126,1569,1569,0.01281181652883537
444,1479,1479,0.012806010058166575
167,1454,1454,0.012771023977112293
336,1454,1454,0.012636964218727665
235,1439,1439,0.012616448864503747
295,1453,1453,0.012339212085959058
419,1454,1454,0.012334813117558355
10,1454,1454,0.012318357798917759
226,1455,1455,0.01228250151284685
439,1454,1454,0.012280992415897363
236,1454,1454,0.012249977697030161
412,1454,1454,0.012242584141556996
326,1449,1449,0.012228498551352695
38,1450,1450,0.012185895724115279
380,1454,1454,0.012113176759482444
179,1449,1449,0.012063612124151074
500,1454,1454,0.012058676541368685
480,1451,1451,0.011978272252377563
344,1579,1579,0.011952155611877069
74,1454,1454,0.011915467677960237
192,1449,1449,0.011878068559637033
487,1449,1449,0.011854253230780869
224,1454,1454,0.011774730123368105
381,1454,1454,0.011745734148680817
253,1454,1454,0.011744651893280236
159,1449,1449,0.01168804921814066
376,1454,1454,0.011663371875884655
483,1549,1549,0.011645344951318685
16,1579,1579,0.011616358407750858
181,1449,1449,0.011608410777929548
206,1454,1454,0.01160581393232524
135,1449,1449,0.01156355603028209
493,1449,1449,0.011503384214924414
371,1454,1454,0.011457108406307473
122,1450,1450,0.011456628004405459
447,1459,1459,0.01144172113564665
368,1454,1454,0.011409104769545805
202,1574,1574,0.011387476330324022
482,1450,1450,0.011376719464755785
24,1459,1459,0.011352436984749217
109,1454,1454,0.011349916402393025
355,1454,1454,0.011323024265264676
168,1454,1454,0.011266980829871884
363,1454,1454,0.011244750224554102
244,1449,1449,0.01124227023833457
233,1454,1454,0.011213506281737918
229,1579,1579,0.011207492866699456
30,1450,1450,0.01120703242390111
316,1454,1454,0.01117603895131583
241,1454,1454,0.011114915901438677
360,1449,1449,0.011068618587563283
15,1454,1454,0.011067467283581149
464,1449,1449,0.011066242245211695
388,1449,1449,0.011035038467510024
203,1444,1444,0.010911200162747535
129,1445,1445,0.01088456228376159
102,1464,1464,0.010831838320897926
88,1454,1454,0.010825018727763196
22,1454,1454,0.010776413666299212
494,1454,1454,0.01068108134755573
386,1449,1449,0.01067442872090261
441,1454,1454,0.010666839691078298
50,1453,1453,0.01064897709092094
231,1454,1454,0.010633611874217583
489,1449,1449,0.010619592611921665
123,1454,1454,0.010552118917434258
263,1449,1449,0.010546076443967704
134,1454,1454,0.010538931112435935
312,1524,1524,0.010513631767572062
294,1579,1579,0.010504502018759635
266,1454,1454,0.010497600380090179
289,1579,1579,0.010450753533506937
237,1489,1489,0.010327527451024823
306,1454,1454,0.010290498695762514
81,1579,1579,0.010280722213645815
261,1454,1454,0.010243901221633451
495,1454,1454,0.01023695055297146
282,1449,1449,0.010197991173155124
3,1454,1454,0.01015986364316949
196,1454,1454,0.010109823312614436
305,1454,1454,0.010062152295193642
415,1450,1450,0.009913408033425705
182,1038,1038,0.009859653184723769
272,1579,1579,0.009802456867868481
304,1449,1449,0.009784557840223439
325,1454,1454,0.009704010380076405
247,1454,1454,0.009680694056005329
406,1454,1454,0.009663396308945095
307,1454,1454,0.009624765641362595
467,432,432,0.00962127294615598
164,1454,1454,0.009611585634509758
26,1452,1452,0.009569591261058302
299,1454,1454,0.009564511742377548
25,1454,1454,0.009515024172231185
58,1454,1454,0.009460105115357673
249,1479,1479,0.009393801892933469
365,1524,1524,0.009380257053513573
114,1454,1454,0.009334757598471492
32,1454,1454,0.009329927742423397
