asset_id,rows,origin_days,mean_delta_pct
414,1565,1565,0.02653507196525479
64,1582,1582,0.023843312929964923
221,1557,1557,0.015721389719058402
63,1555,1555,0.014454699441360843
194,1561,1561,0.014229129409436955
151,1582,1582,0.013926134119533346
189,1582,1582,0.01384540045162232
269,566,566,0.01345376384186578
163,1582,1582,0.012872519760905391
412,1557,1557,0.011952992552148245
490,1557,1557,0.011834918982304059
202,1581,1581,0.011687122273045865
141,1582,1582,0.011316527931453409
359,1557,1557,0.011175335494631617
150,1557,1557,0.010940066591812342
45,1557,1557,0.010710123347966677
8,1557,1557,0.01057053752479747
183,1576,1576,0.010533711068508802
208,1557,1557,0.010416441271521925
250,1582,1582,0.010299191790608895
394,1556,1556,0.010275433465262617
211,660,660,0.01010938934812121
212,345,345,0.01006070316363639
420,1556,1556,0.009916345509506541
397,1556,1556,0.0099015213757054
16,1582,1582,0.009888839710430442
27,1557,1557,0.009739995088453936
310,1556,1556,0.00966850860773452
97,1582,1582,0.009616303953024638
220,1557,1557,0.00945074594940985
55,1582,1582,0.009329181780981955
313,1555,1555,0.009306086877005421
13,1582,1582,0.009109688985695034
434,1556,1556,0.009054143191347973
257,1581,1581,0.008934772882544866
260,1582,1582,0.0088529823450889
246,1582,1582,0.008804363951636649
341,1557,1557,0.008783196817737796
254,1557,1557,0.008720176429227223
169,1556,1556,0.008712348288918209
357,1580,1580,0.008623025353236287
427,1582,1582,0.00859783183446434
416,352,352,0.008507441276885618
352,1557,1557,0.00850588301766963
160,1555,1555,0.008487615092829314
334,1557,1557,0.008482926529327372
101,1581,1581,0.008469516335910213
372,1557,1557,0.008446152192655479
496,1582,1582,0.008348866627611364
421,1557,1557,0.008319614805297273
195,1557,1557,0.00819732286437216
39,1555,1555,0.008191957535912621
209,1582,1582,0.008159314909010066
444,1562,1562,0.008139195010087879
147,1581,1581,0.008137127242445131
296,1557,1557,0.008099294816043037
153,1557,1557,0.008054664119690719
457,1582,1582,0.008041055669165876
426,1557,1557,0.008017639199835776
320,1557,1557,0.007994326360122171
81,1582,1582,0.007958988513697793
177,1558,1558,0.00793857233325916
323,1557,1557,0.007925322839661577
450,1582,1582,0.007923284936916969
68,1557,1557,0.007904065174735039
327,1556,1556,0.007883369039435121
226,1557,1557,0.007862230907382212
430,1556,1556,0.007774985600635544
483,1576,1576,0.007754380860202382
390,1557,1557,0.00773110595048081
31,1556,1556,0.007713995103770845
144,1563,1563,0.007676695126994614
1,1555,1555,0.0076613202235848955
471,1582,1582,0.007594506076018647
328,1557,1557,0.007558640596923286
287,1556,1556,0.007552478872095402
338,1557,1557,0.0075247141422093615
28,1557,1557,0.007477894339757378
192,1556,1556,0.00745088537746501
419,1557,1557,0.007433544571651612
128,1582,1582,0.007406917499816223
11,1557,1557,0.007397986395387221
238,1561,1561,0.00738372041550802
188,1557,1557,0.00736334318677508
83,1556,1556,0.007347537498568171
309,1572,1572,0.007344079514216385
187,1582,1582,0.007309568221055242
322,1556,1556,0.007306888609138927
34,1555,1555,0.007289080598436356
382,1557,1557,0.007288527552481396
178,1559,1559,0.007268411671017542
161,1556,1556,0.007252634364355689
282,1556,1556,0.007210388877716625
88,1557,1557,0.007170092982886958
331,1570,1570,0.007162211358000444
152,1557,1557,0.007152198214020919
503,1557,1557,0.007058747145709099
402,1556,1556,0.0070448333039867675
345,1557,1557,0.007043086579849179
51,1582,1582,0.006996967772075783
223,1557,1557,0.006988723934197298
462,1557,1557,0.006974778684485171
225,1557,1557,0.00697077173267096
166,1581,1581,0.0069571948904284565
429,1571,1571,0.0069361008091945635
437,1557,1557,0.006856558437315283
35,1557,1557,0.006813604863144565
139,1558,1558,0.006733202949454884
73,1556,1556,0.006712323564829562
164,1557,1557,0.0067099115722425665
142,1581,1581,0.006690675899608275
105,1560,1560,0.0066783003565956955
132,1564,1564,0.006643292210124482
376,1557,1557,0.0066180702132743055
454,1557,1557,0.0066085035532476195
58,1557,1557,0.006591275186941274
70,1571,1571,0.006554216223497462
98,1556,1556,0.006548197042013306
218,1557,1557,0.006528888385188445
104,1582,1582,0.006490985951481375
326,1556,1556,0.006484515787265353
336,1557,1557,0.006479810819689847
332,1570,1570,0.006472690100057691
493,1556,1556,0.006468791662295308
333,1556,1556,0.006460094971506545
203,1555,1555,0.006454303272090125
174,1556,1556,0.006449041464839283
231,1557,1557,0.006446754416233314
54,1557,1557,0.006409031295285315
252,1556,1556,0.006395684734233701
403,1572,1572,0.006376965680825579
42,1582,1582,0.006316544156580015
439,1557,1557,0.006310145090396904
448,1578,1578,0.006309627126271827
268,1557,1557,0.006294150126485272
369,1557,1557,0.006256896692734676
488,1556,1556,0.006233021636010882
315,1556,1556,0.006228511993431052
467,464,464,0.006215250310141095
110,1557,1557,0.006212282269070076
272,1582,1582,0.006187981310172638
129,1545,1545,0.006186816708005658
409,1581,1581,0.006173457577771506
343,1555,1555,0.006158225778283189
271,1557,1557,0.0061470593592743905
200,1581,1581,0.006141770846941812
109,1557,1557,0.006139767200072458
261,1557,1557,0.006119795438086942
276,1556,1556,0.006111201401354476
167,1557,1557,0.006108897450086038
38,1556,1556,0.006097713297930895
476,1557,1557,0.006085786037747855
32,1557,1557,0.006080941639953805
297,1556,1556,0.00607591324733508
249,1562,1562,0.006061440048452795
435,1557,1557,0.006057471076917986
94,1582,1582,0.0060543423536702085
262,1556,1556,0.006048264293761019
362,1557,1557,0.006027649048990023
350,1582,1582,0.006017482195685711
36,1559,1559,0.006006237702092042
107,1557,1557,0.006004311015888458
415,1556,1556,0.005994515952631029
100,1556,1556,0.005984961511047481
263,1556,1556,0.005955743290797561
168,1557,1557,0.005935942527322172
62,1557,1557,0.0058626705611108075
375,1557,1557,0.005856002297314171
236,1557,1557,0.005850046765771603
451,1556,1556,0.005836655512670562
256,1557,1557,0.005827768926249214
243,1557,1557,0.005827533266762486
49,1556,1556,0.0057950814681814854
180,1557,1557,0.005794364825696706
474,1557,1557,0.005778854931698392
277,1555,1555,0.005770547779530749
325,1557,1557,0.005756827109083321
251,1565,1565,0.005704149264077129
227,1558,1558,0.005687112264225787
481,1556,1556,0.005682308380560726
30,1556,1556,0.005654379998849682
40,1556,1556,0.0056251817655406005
6,1582,1582,0.005597623306399205
29,1557,1557,0.005587507377012907
304,1556,1556,0.005567829389866881
370,1556,1556,0.005562709110205477
400,1560,1560,0.00555246046711993
255,1555,1555,0.005528133338314661
121,1548,1548,0.0055242912381851285
291,1556,1556,0.005511803312871129
475,1556,1556,0.005497956805608812
135,1556,1556,0.005455831849925605
378,1582,1582,0.005452372551803908
358,1557,1557,0.005450599356288784
501,1582,1582,0.0054247024981982275
213,1556,1556,0.005423702467018155
265,1554,1554,0.005359150702046588
130,1581,1581,0.005341153745371084
82,1557,1557,0.005308123455571321
500,1557,1557,0.005297821122821385
281,1564,1564,0.005296147299185481
196,1557,1557,0.005284284417092521
279,1556,1556,0.005268004755826032
284,1557,1557,0.005253470397142304
486,1582,1582,0.0052451820260068375
9,1556,1556,0.0052378054633416375
242,1557,1557,0.005222161223557693
190,1554,1554,0.005216329715991074
229,1582,1582,0.005215673646392094
48,1557,1557,0.005210904695244751
80,1557,1557,0.005169705428823395
222,1582,1582,0.0051542303321566695
108,1557,1557,0.005143557057647455
469,1557,1557,0.005138408869253055
