asset_id,rows,mean_row_delta_pct,weighted_primary_contribution_pct,abs_weighted_contribution_pct,abs_contribution_share,ticker,sector,candidate_vs_asset_reference_mean_row_delta_pct,mean_asset_vol_20d_pct,change_from_full_pct,leave_one_out_primary_delta_pct
87,1577,0.4640644929970964,0.0009850607445635723,0.0009850607445635723,0.04901126117058204,CVNA,Consumer Discretionary,0.09657810239450304,5.5602313411741555,-0.0009584254674991164,0.012531283933674711
117,1092,0.38655670972897144,0.0005643257031433047,0.0005643257031433047,0.02807777548204175,COIN,Financials,0.12430710395790719,5.144058867699205,-0.000548528955727538,0.01294118044544629
425,1577,0.25755724062698254,0.0005423749323736225,0.0005423749323736225,0.026985624601980927,SMCI,Information Technology,0.07500685933219135,4.406602803849009,-0.0005146968765877652,0.012975012524586063
317,1580,0.23328729429560846,0.0004987800116911081,0.0004987800116911081,0.02481657862682317,MRNA,Health Care,0.014435510493223992,4.108679046513221,-0.000470952367319261,0.013018757033854567
41,1091,0.2596702683513014,0.0003781827294140193,0.0003781827294140193,0.01881631424641332,APP,Communication Services,0.13013824074595123,4.476940114064187,-0.0003619840153941935,0.013127725385779634
340,1580,0.15321214835792632,0.00032947148907992946,0.00032947148907992946,0.01639270805244729,NCLH,Consumer Discretionary,0.0416121538164221,3.686150650765256,-0.0003012845851003368,0.01318842481607349
67,1580,0.14726521077556157,0.0003159700936430376,0.0003159700936430376,0.01572095210076942,XYZ,Financials,0.020737487657494898,3.403630693808974,-0.0002877526864548569,0.01320195671471897
438,1574,0.1449013870416785,0.00030814205106654495,0.00030814205106654495,0.015331471308556045,TSLA,Consumer Discretionary,-0.010974693721237942,3.574796562372185,-0.0002798580578308915,0.013209851343342936
85,1571,0.13767793095823666,0.0002949329549498496,0.0002949329549498496,0.014674258580127298,CCL,Consumer Discretionary,0.05061663339250183,3.475506701306,-0.000266762743660733,0.013222946657513095
116,1580,0.13454797174674818,0.00028449209625021257,0.00028449209625021257,0.014154778278636076,COHR,Information Technology,0.000986216102594988,3.5306047519797925,-0.0002561981763877351,0.013233511224786092
356,1226,0.1621247920087778,0.0002657239657932295,0.0002657239657932295,0.013220978258091872,PLTR,Information Technology,0.04826025146797002,3.873222652668558,-0.00024624520780065095,0.013243464193373177
294,1580,0.11708867501477944,0.00024550636310461847,0.00024550636310461847,0.012215060388475021,LITE,Information Technology,0.03432187217315816,3.2368151749213645,-0.00021712528212359275,0.013272584119050235
396,1018,0.16876887125175977,0.00022923520005271219,0.00022923520005271219,0.011405495875537882,HOOD,Financials,0.021684128351357898,3.7599880014899445,-0.00021650544326053974,0.013273203957913288
37,1505,0.1100123114128972,0.00022509062949433673,0.00022509062949433673,0.011199284602580862,APA,Energy,0.0159964986643389,3.1671093520269826,-0.00019799957913807192,0.013291709822035756
140,1486,0.1110631002615811,0.00022182998409482282,0.00022182998409482282,0.011037052634509659,DDOG,Information Technology,0.03167064477480347,3.315832976819839,-0.0001990930045445497,0.013290616396629278
472,1538,0.10815182031504567,0.00022175188726204992,0.00022175188726204992,0.011033166961175551,VRT,Industrials,0.04518859550798027,3.2866135285855234,-0.0001933903912278919,0.013296319009945936
314,1520,0.1055106286633286,0.00021502856085113276,0.00021502856085113276,0.010698650832622966,MU,Information Technology,0.0192908417240238,3.033500159048329,-0.00018788520924257763,0.01330182419193125
133,1552,0.09671294233019824,0.00020359320096077522,0.00020359320096077522,0.010129689564742757,CRWD,Information Technology,0.031018541107929364,3.0397823913847533,-0.00018215234778251133,0.013307557053391317
401,1556,0.0908018954951694,0.00019269272148896122,0.00019269272148896122,0.009587341035247412,RCL,Consumer Discretionary,0.04156362485483495,3.0379280733746006,-0.00016481368729331786,0.01332489571388051
301,1505,0.09296003339508498,0.0001883843238857374,0.0001883843238857374,0.00937297862021496,MRVL,Information Technology,-0.00029800139982482906,3.4216066473282223,-0.00016061179272416467,0.013329097608449664
445,1577,0.08861987626980217,0.0001873131853067804,0.0001873131853067804,0.009319684594508548,TTD,Communication Services,-0.03371402524402697,3.725215293135764,-0.0001586688315687553,0.013331040569605072
491,1562,0.08932082664614674,0.00018614957487108732,0.00018614957487108732,0.00926178967251586,WDC,Information Technology,0.012145341754430355,2.9520481027889516,-0.00015826947400886132,0.013331439927164967
154,1177,0.11396214649170491,0.00018053704693765275,0.00018053704693765275,0.008982540830359815,DASH,Consumer Discretionary,0.1830689082702836,3.029025321467176,-0.00016131284176825508,0.013328396559405573
7,1580,0.08391870384224656,0.00017751465781458845,0.00017751465781458845,0.008832163197825834,AMD,Information Technology,-0.020332731317344102,3.2008315282420146,-0.00014899404768975062,0.013340715353484077
459,1580,0.0787310436625,0.00016969312602686102,0.00016969312602686102,0.008443006347024558,UAL,Industrials,0.026048300352302125,3.049709903526176,-0.0001411626496514509,0.013348546751522377
14,1505,0.0819099146200208,0.0001660082873218001,0.0001660082873218001,0.008259668828864475,ALB,Materials,-0.00500214418743932,3.1677840694232313,-0.0001417595708381404,0.013347949830335687
404,128,0.9630039758284028,0.00016322096234235942,0.00016322096234235942,0.008120986708712403,SNDK,Information Technology,0.9630039758284028,7.051441314215115,-0.00015900261133493278,0.013330706789838895
172,1523,0.07307438231851596,0.00015103141399251392,0.00015103141399251392,0.00751450112797758,EQT,Energy,0.028467377991781444,2.72074829882025,-0.00012303014713178952,0.013366679254042039
350,1580,0.06939636848238198,0.0001475233797755494,0.0001475233797755494,0.007339960438835449,ON,Information Technology,-0.008716531687656395,3.1439233722641884,-0.00011894062486144827,0.013370768776312379
