fold_id,block_index_within_fold,first_day,last_day,origin_days,rows,train_empirical_mean_pinball_pct,train_empirical_central50_coverage,train_empirical_central90_coverage,train_empirical_q05_calibration_error,train_empirical_q25_calibration_error,train_empirical_q50_calibration_error,train_empirical_q75_calibration_error,train_empirical_q95_calibration_error,volatility_scaled_empirical_mean_pinball_pct,volatility_scaled_empirical_central50_coverage,volatility_scaled_empirical_central90_coverage,volatility_scaled_empirical_q05_calibration_error,volatility_scaled_empirical_q25_calibration_error,volatility_scaled_empirical_q50_calibration_error,volatility_scaled_empirical_q75_calibration_error,volatility_scaled_empirical_q95_calibration_error,asset_empirical_mean_pinball_pct,asset_empirical_central50_coverage,asset_empirical_central90_coverage,asset_empirical_q05_calibration_error,asset_empirical_q25_calibration_error,asset_empirical_q50_calibration_error,asset_empirical_q75_calibration_error,asset_empirical_q95_calibration_error
0,0,2020-05-05,2020-10-30,126,56854,1.3048405317339422,0.37165370950153026,0.8384282548281563,0.005475428290005975,0.033849861047595575,-0.02731558025820524,-0.09449642945087422,-0.05609631688183769,1.2824369888842777,0.5145460301825729,0.9287824955148275,-0.028189749182115597,-0.03917930136841735,-0.02731558025820524,-0.024633271185844463,0.0005927463327118909,1.2988318141831114,0.3759629929292574,0.8203468533436522,0.01043550145987969,0.034799662292890554,-0.023815386780173753,-0.08923734477785206,-0.06921764519646811
0,1,2020-11-02,2021-05-04,126,56866,1.1149901139988023,0.4359195301234481,0.881493335209088,-0.022215383533218447,-0.026245911440931302,-0.059226954595012815,-0.09032638131748316,-0.0407220483241304,1.1129281886990083,0.5275384236626455,0.9205500650652411,-0.03501740934829248,-0.06600604930890164,-0.05920936939471738,-0.038467625646256165,-0.014467344283051298,1.104942067931533,0.43521612211163085,0.8735799950761439,-0.020281011500720997,-0.024118102205184122,-0.05748601976576512,-0.08890198009355321,-0.046701016424577024
0,2,2021-05-05,2021-08-04,64,28970,0.8235335499462502,0.5579910251984812,0.9458405246807042,-0.029979288919571974,-0.02525025888850535,0.01898515705902659,0.0327407663099758,0.015861235761132297,0.8141414949577889,0.5415602347255782,0.933586468760787,-0.023765964791163274,-0.01703486365205384,0.01898515705902659,0.02452537107352437,0.00982050396962375,0.805553286718751,0.5639282015878495,0.9519502934069727,-0.032395581636175355,-0.026458405246807037,0.020227821884708286,0.037469796341042416,0.019554711770797373
1,0,2021-08-05,2022-02-02,126,57173,1.0074497113741565,0.47560911619120916,0.9176184562643206,-0.004943767162821612,0.03882514473615167,0.03878579049551356,0.014434260927360776,0.012674689101499048,0.9944858206427476,0.45850313959386424,0.8980987529078411,0.0017901806796914582,0.050806324663739855,0.038820772042747476,0.00930946425760415,-0.00011106641246738658,0.9957024362606712,0.47079915344655693,0.9160792681860319,-0.0016380109492242848,0.041133926853584746,0.03836601192870759,0.01193308030014173,0.01444125723680767
1,1,2022-02-03,2022-08-04,126,57506,1.37546385623965,0.3746043891072236,0.8347998469724899,0.04891141793899767,0.09109484227732756,0.034152957952213736,-0.03430076861544884,-0.016288735088512474,1.3379417074019033,0.48692310367613817,0.9073835773658401,0.003211838764650643,0.03310089381977532,0.03417034744200609,0.020023997495913437,0.010595416130490753,1.3572988139614257,0.3726741557402706,0.8219664035057211,0.05557159252947519,0.09177303237923001,0.032918304176955404,-0.03555281188049941,-0.02246200396480358
1,2,2022-08-05,2022-11-03,64,29374,1.3825123802023451,0.3097296929257166,0.8423776128549056,0.04304146524136991,0.1512051474092735,0.06311704228229043,-0.039065159665009896,-0.014580921903724287,1.3410960191459214,0.3938517055899775,0.9029754204398448,0.0038911962960441193,0.10817389528154148,0.06311704228229043,0.00202560087151904,0.006866616735888953,1.3761512546771808,0.30829985701640905,0.8172873970177709,0.060505889562197865,0.15222645877306462,0.06318512970654322,-0.03947368421052633,-0.02220671342003122
2,0,2022-11-04,2023-05-08,126,57763,1.0472797194519297,0.5079376071187438,0.9194640167581324,-0.012519259733739595,0.008573827536658418,0.019190485258729684,0.01651143465540228,0.006944757024392789,1.0465963856111196,0.5422848536260236,0.9234977407683119,-0.01390422935096862,-0.00899797448193479,0.019190485258729684,0.03328687914408879,0.009593511417343326,1.0264493537267088,0.5139276007132594,0.9216280317850527,-0.013783044509461079,0.004505479286048164,0.019952218548205614,0.018433079999307544,0.007844987275591686
2,1,2023-05-09,2023-11-06,126,57933,0.9945332813578152,0.5067405451124575,0.9330951271296153,-0.021328948958279394,0.022107434450140684,0.0446809245162515,0.028847979562598214,0.01176617817133585,0.9883474399034077,0.4659865706937324,0.8926345951357603,0.0027333298810695086,0.046463155714359716,0.04469818583536156,0.012449726408092054,-0.004632074983170198,0.9819964120442194,0.5125576096525296,0.9336302280220254,-0.01956829440905874,0.019311100754319632,0.04279944073326081,0.03186871040684924,0.014061933612966704
2,2,2023-11-07,2024-02-08,64,29388,0.947114579376175,0.5575064652239009,0.9309922417313189,-0.03315639036341364,-0.08602150537634409,-0.07907989655641756,-0.028515040152443216,-0.0021641486320946868,0.9366249101076392,0.5151082074316048,0.9036341363821968,-0.025159929222812034,-0.06740846604056078,-0.07907989655641756,-0.05230025860895604,-0.021525792840615177,0.9322784753915146,0.5616578195181707,0.9367088607594937,-0.03278208792704505,-0.08904995236150809,-0.07890975908534098,-0.027392132843337413,0.003926772832448688
3,0,2024-02-09,2024-08-09,126,57921,0.9910793417354773,0.5292381001709224,0.9237064277205159,-0.014140812485972272,-0.013626318606377641,0.0043248562697467685,0.015611781564544791,0.00956561523454369,0.9864059273085165,0.4929818200652613,0.8884342466462941,-0.0002771015693789833,0.003914815006646977,0.0043248562697467685,-0.003103364928091712,-0.0118428549230849,0.9749884692390717,0.5324839004851436,0.9244142884273406,-0.015625593480775544,-0.017441860465116282,0.004117677526285779,0.015042040020027292,0.008788694946565201
