regime,rows,origin_days,mean_vol20_pct,median_vol20_pct,candidate_vs_global_daily_delta_pct,candidate_vs_asset_daily_delta_pct,candidate_central50_coverage,candidate_central90_coverage
low,191864,1570,1.017668679211823,1.0383907655769058,0.008015254976785258,0.00021807620111047974,0.4286682233248551,0.8590824750865196
mid,269250,1582,1.5335063354501244,1.523894601616826,0.0019452667387079474,0.0022780136183016765,0.4909377901578459,0.9035728876508821
high,302821,1582,2.778007403710864,2.447476555409749,0.01053983289453107,-0.0009136544735940292,0.5580227262970534,0.9357012888802295
