asset_id,rows,mean_row_delta_pct,weighted_primary_contribution_pct,abs_weighted_contribution_pct,abs_contribution_share,ticker,sector,candidate_vs_asset_reference_mean_row_delta_pct,mean_asset_vol_20d_pct,change_from_full_pct,leave_one_out_primary_delta_pct
87,1574,0.5861696129774816,0.0012700065052701557,0.0012700065052701557,0.04778872067903292,CVNA,Consumer Discretionary,0.11424772557414842,5.566196295447318,-0.0012436580449653606,0.01217585056395873
425,1574,0.3736675525824164,0.0008091751344939004,0.0008091751344939004,0.03044822551875208,SMCI,Information Technology,0.08999621395502665,4.400832315327952,-0.0007815339470116268,0.012637974661912466
117,1090,0.4783805718211734,0.0007132945071970256,0.0007132945071970256,0.026840360127979045,COIN,Financials,0.16343786251693285,5.146043211103496,-0.0006944806974333711,0.012725027911490721
317,1579,0.31792661032215136,0.0006963269871754881,0.0006963269871754881,0.026201894048033515,MRNA,Health Care,0.0332104900448322,4.088235821919651,-0.0006683690792779617,0.01275113952964613
41,1089,0.3085891280541987,0.00046463852681104695,0.00046463852681104695,0.017483753573189088,APP,Communication Services,0.13002251101191806,4.475713371478602,-0.0004452943120785289,0.012974214296845563
67,1579,0.18822952202049814,0.00041490643524036815,0.00041490643524036815,0.015612398565956507,XYZ,Financials,0.025747176796693503,3.40529749948688,-0.0003863354347951326,0.01303317317412896
340,1579,0.17760636237579097,0.0003943669582532547,0.0003943669582532547,0.014839524313299199,NCLH,Consumer Discretionary,0.03317376104622025,3.690531783202509,-0.0003657570429959342,0.013053751565928157
116,1579,0.17920990004618062,0.0003902121166616899,0.0003902121166616899,0.014683182937518071,COHR,Information Technology,-0.009086998322381757,3.5239581952361965,-0.0003615762842034743,0.013057932324720618
438,1569,0.17599125819074124,0.00038170146673738054,0.00038170146673738054,0.014362938064486231,TSLA,Consumer Discretionary,-0.03369529998818661,3.5753870732191118,-0.0003528419378444696,0.013066666671079622
85,1564,0.1717757951932535,0.00037796105341929656,0.00037796105341929656,0.014222191094655532,CCL,Consumer Discretionary,0.0530050473935732,3.480670340438532,-0.0003492661463572562,0.013070242462566835
356,1224,0.19802926419581376,0.000332156483985737,0.000332156483985737,0.012498623722834777,PLTR,Information Technology,0.05487756950822968,3.8675778048320697,-0.00030939254793283644,0.013110116060991255
396,1016,0.22485781835544755,0.00031485658303103076,0.00031485658303103076,0.011847650573430688,HOOD,Financials,0.03364397118363398,3.7611998731825835,-0.00030025600442229076,0.0131192526045018
314,1479,0.15061678474889686,0.0003063181360866045,0.0003063181360866045,0.011526359734079335,MU,Information Technology,0.03101942426533449,3.0226146316321523,-0.0002802098688003466,0.013139298740123746
