fold_id,block_index_within_fold,first_day,last_day,origin_days,rows,train_empirical_mean_pinball_pct,train_empirical_central50_coverage,train_empirical_central90_coverage,train_empirical_q05_calibration_error,train_empirical_q25_calibration_error,train_empirical_q50_calibration_error,train_empirical_q75_calibration_error,train_empirical_q95_calibration_error,volatility_scaled_empirical_mean_pinball_pct,volatility_scaled_empirical_central50_coverage,volatility_scaled_empirical_central90_coverage,volatility_scaled_empirical_q05_calibration_error,volatility_scaled_empirical_q25_calibration_error,volatility_scaled_empirical_q50_calibration_error,volatility_scaled_empirical_q75_calibration_error,volatility_scaled_empirical_q95_calibration_error,asset_empirical_mean_pinball_pct,asset_empirical_central50_coverage,asset_empirical_central90_coverage,asset_empirical_q05_calibration_error,asset_empirical_q25_calibration_error,asset_empirical_q50_calibration_error,asset_empirical_q75_calibration_error,asset_empirical_q95_calibration_error
0,0,2020-05-06,2020-11-02,126,59642,0.5968527226587177,0.36003152141108613,0.831092183360719,0.018860869856812304,0.0520187116461554,-0.016163106535662775,-0.08794976694275847,-0.05004694678246868,0.5743926863844803,0.4952382549210288,0.9134837865933403,-0.015795915629925224,-0.013824150766238552,-0.016079272995540073,-0.018585895845209754,-0.0023121290365849534,0.5929072860089784,0.36172495892156536,0.8178297173133027,0.021342342644445192,0.053108547667750916,-0.014838536601723629,-0.08732939874585022,-0.060827940042252004
0,1,2020-11-03,2021-05-05,126,59811,0.5055366500834085,0.4138034809650399,0.8775476082994766,-0.0065464546655297565,0.019398605607664154,-0.016710972897961918,-0.06679791342729602,-0.02899884636605299,0.49707086661387656,0.500543378308338,0.9156676865459531,-0.02018943003795289,-0.02427229105014128,-0.016694253565397665,-0.023728912741803332,-0.004521743491999741,0.4997017887609476,0.41413786761632476,0.8704418919596729,-0.006395980672451555,0.022625436792563236,-0.015657654946414523,-0.065426928157028,-0.0359540887127785
0,2,2021-05-06,2021-08-06,65,30944,0.3860879116715472,0.5105028438469493,0.936175025853154,-0.021496897621509827,-0.0021005687693898545,0.00917786970010337,0.008402275077559418,0.014678128231644272,0.3802026775371925,0.4951848500517063,0.9073810754912099,-0.00572647362978284,0.003457859358841797,0.009242502585315449,-0.0013572905894518872,0.0016546018614271851,0.38151236563221,0.5114400206825233,0.9352055325749742,-0.022175542916235785,-0.0020682523267838704,0.01208634953464327,0.008014477766287498,0.013029989658738361
1,0,2021-08-09,2022-02-04,126,60158,0.4344490608058517,0.4923700920908275,0.9216064363841883,-0.010371022972838193,0.018542837195385464,0.02034642109112672,0.010912929286213013,0.011235413411350148,0.42783968284107066,0.47832374746500883,0.8953921340470096,0.0035922071877389494,0.027153495794408067,0.020379666877223257,0.005477243259416897,-0.0010156587652514482,0.42741943471358146,0.4894278400212773,0.9248146547425113,-0.011468133914026402,0.021136008510921234,0.02167625253499117,0.00940024601881706,0.013346520828485087
1,1,2022-02-07,2022-08-08,126,60626,0.6132427891363276,0.3690330881140105,0.8313924718767526,0.039186157754098894,0.07967703625507211,0.020717184046448733,-0.05128987563091747,-0.029421370369148492,0.5901804141673834,0.47880447332827497,0.9033582951209053,0.00037442681357832686,0.022622307260911134,0.020717184046448733,0.0014267805891861052,0.003732721934483596,0.6021285030853886,0.36515686339194403,0.8270379045294098,0.0390377065945304,0.08167287962260417,0.021063570085441907,-0.05424240424900206,-0.03392438887605975
1,2,2022-08-09,2022-11-08,65,31389,0.5802428160742413,0.3592659848991685,0.852241231004492,0.02464398356112013,0.10091911179075475,0.04318391793303389,-0.039814903310076755,-0.02311478543438783,0.5669736209598422,0.4448055051132562,0.8961738188537386,0.004350250087610308,0.05437414380834049,0.04318391793303389,-0.0008203510784032808,0.0005240689413489319,0.5748025373126096,0.35722705406352545,0.8387651725126637,0.032544840549236995,0.10308547580362548,0.043789225524865416,-0.040643218962056804,-0.02868998693809932
2,0,2022-11-09,2023-05-11,126,60902,0.4790920080905031,0.4830875833305967,0.914616925552527,-0.009919214475715088,0.017249023020590448,0.011263997898262823,0.000336606351187152,0.004697711076811939,0.4742938992029241,0.5175363699057502,0.9104627105842172,-0.0073577222422909,0.0007471019014154145,0.011280417720271885,0.018283471807165608,0.003104988341926407,0.4706736950409409,0.48965551213424846,0.9188368198088732,-0.012579225641194056,0.014621851499129757,0.011428196118354106,0.003325013956848699,0.006257594167679237
2,1,2023-05-12,2023-11-09,126,60983,0.41566058774245646,0.534493219421806,0.9419182395093715,-0.02279569716150403,-0.007096239935719784,0.019800600167259708,0.027396979486086326,0.019122542347867477,0.4099759578933171,0.4969745666825181,0.9067772985914108,-0.002462161586015775,0.014549136644638694,0.019800600167259708,0.011523703327156798,0.004315137005394987,0.41122394913963867,0.5412819966220094,0.9471000114786088,-0.024189528229178626,-0.00757178229998523,0.020604102782742717,0.032562353442762704,0.022910483249430236
2,2,2023-11-10,2024-02-13,64,31003,0.4017687300385283,0.5763958326613553,0.9439731638873657,-0.03025997484114441,-0.0572122052704577,-0.03359352320743153,0.01918362739089763,0.01371318904622143,0.3974458196573805,0.5382704899525852,0.9040737993097442,-0.013035835241750802,-0.03837531851756282,-0.03359352320743153,-0.0001048285649776215,-0.008962035932006507,0.39863372235849126,0.584749862916492,0.9460052253007774,-0.030969583588684967,-0.05992162048833985,-0.03439989678418215,0.02376382930684129,0.015035641712092374
3,0,2024-02-14,2024-08-14,126,61125,0.4257871957702682,0.5427075664621677,0.9311083844580778,-0.016233128834355834,-0.02416768916155418,-0.003443762781186077,0.01853987730061346,0.014875255623721939,0.4199627578513407,0.5069284253578732,0.8999427402862986,-0.003390593047034769,-0.005141104294478532,-0.003443762781186077,0.0017873210633946313,-0.0034478527607361142,0.4189489547364461,0.5464376278118609,0.9351329243353783,-0.01842535787321064,-0.024314928425357873,-0.002413087934560354,0.021092024539877352,0.016707566462167756
