origin_trading_day,rows,baseline_loss,candidate_loss,loss_delta_baseline_minus_candidate
2020-05-06,463,0.8298654385755956,0.9323524648261371,-0.10248702625054144
2020-05-07,466,0.9197087751675513,1.021874687996748,-0.10216591282919664
2020-05-08,474,0.7371679320005102,0.8195692689026912,-0.08240133690218085
2020-05-11,474,0.8940569190565428,0.9441307149090504,-0.05007379585250759
2020-05-12,471,0.9145781148295034,0.9560054181432517,-0.04142730331374832
2020-05-13,460,0.7275553234367674,0.8387120536842244,-0.11115673024745697
2020-05-14,466,0.6652285832308772,0.7695359526620569,-0.10430736943117967
2020-05-15,475,1.6144882020196525,1.6697153768949573,-0.05522717487530494
2020-05-18,467,0.7051295166136515,0.7923770157543282,-0.08724749914067664
2020-05-19,471,0.7628489924029401,0.8751385765492087,-0.11228958414626854
2020-05-20,469,0.6811933965509159,0.7765009831433399,-0.09530758659242397
2020-05-21,469,0.6171449069647208,0.7261374777507865,-0.10899257078606572
2020-05-22,472,1.104240773493581,1.196125557966597,-0.09188478447301601
2020-05-26,474,0.8645893551477489,0.9717028171969857,-0.10711346204923686
2020-05-27,464,0.7741222304895197,0.8592461126522761,-0.08512388216275656
2020-05-28,462,0.7167625889842061,0.8163608368040925,-0.0995982478198866
2020-05-29,473,0.6867848993569186,0.7968978881524416,-0.11011298879552307
2020-06-01,473,0.6801156754509526,0.7930689165307591,-0.11295324107980646
2020-06-02,474,0.9172314254797908,1.019558575038898,-0.10232714955910722
2020-06-03,465,0.7301710595512222,0.8264892742284223,-0.09631821467720007
2020-06-04,476,1.0352920816960751,1.1314889009713385,-0.09619681927526334
2020-06-05,476,0.8290951927739812,0.9342300258953999,-0.10513483312141876
2020-06-08,469,0.803599431142234,0.8634466973452127,-0.05984726620297876
2020-06-09,477,0.833257562299787,0.8918377884053309,-0.058580226105543906
2020-06-10,463,1.8847499120802294,1.8450019660584385,0.03974794602179116
2020-06-11,456,0.7715048947692044,0.8718680413795885,-0.10036314661038422
2020-06-12,472,0.6350216745825539,0.7374826064651194,-0.10246093188256558
2020-06-15,476,0.6742325051246381,0.7689210735775499,-0.09468856845291192
2020-06-16,479,0.5725089500941573,0.6441063581051838,-0.07159740801102661
2020-06-17,477,0.49951980153560094,0.5806868938020431,-0.08116709226644213
2020-06-18,473,0.6310688961450278,0.6877908941701285,-0.056721998025100744
2020-06-19,478,0.5239188179772105,0.5997803388870856,-0.07586152090987497
2020-06-22,478,0.477479423298073,0.5533172496966524,-0.07583782639857947
2020-06-23,478,0.966932972522637,0.9581179204420693,0.00881505208056773
2020-06-24,476,0.546969478849658,0.6156932011548405,-0.0687237223051825
2020-06-25,476,0.7373416765689297,0.7537899606442925,-0.01644828407536282
2020-06-26,460,0.6357425792419916,0.6995425258435676,-0.06379994660157591
2020-06-29,470,0.559641113114305,0.6260362114679144,-0.06639509835360949
2020-06-30,475,0.5647076536713895,0.6113843124004227,-0.046676658729033094
2020-07-01,473,0.43530544542553273,0.5014048790558094,-0.06609943363027673
2020-07-02,476,0.5386542137182505,0.598347344849554,-0.059693131131303465
2020-07-06,477,0.6051192328076741,0.6287750225247227,-0.02365578971704873
2020-07-07,478,0.48133409263737437,0.5349465650151739,-0.053612472377799605
2020-07-08,470,0.6305978647471518,0.6510554775074309,-0.020457612760279107
2020-07-09,477,0.6009291218599487,0.6525702502404173,-0.0516411283804686
2020-07-10,479,0.5501251060210465,0.5840853872173726,-0.03396028119632601
2020-07-13,474,0.6196682433000199,0.668345033926825,-0.04867679062680507
2020-07-14,477,0.753869456937734,0.7881239863231064,-0.034254529385372524
2020-07-15,475,0.4259282053210805,0.47260697143366154,-0.046678766112581045
2020-07-16,475,0.47733181100238525,0.5265561170815136,-0.04922430607912841
2020-07-17,479,0.5447129397305072,0.5761148339234097,-0.031401894192902444
2020-07-20,477,0.5164256134153139,0.5634926972365608,-0.04706708382124698
2020-07-21,477,0.47906936926623,0.5282982272032896,-0.049228857937059556
2020-07-22,475,0.46007754906631954,0.4988908473407553,-0.03881329827443576
2020-07-23,477,0.45590998515310677,0.4916263415739428,-0.03571635642083596
2020-07-24,478,0.5168812653677504,0.5581432912080757,-0.04126202584032535
2020-07-27,476,0.5175427562419265,0.545534918062721,-0.027992161820794472
2020-07-28,479,0.6239034139137744,0.6655764270837125,-0.04167301316993802
2020-07-29,470,0.5350818288045587,0.5610933469749034,-0.02601151817034479
2020-07-30,466,0.4531233498450511,0.49252619994300734,-0.03940285009795623
2020-07-31,477,0.4899173706172376,0.5285269158200022,-0.03860954520276452
2020-08-03,478,0.47932054903123555,0.5201993793767687,-0.04087883034553321
2020-08-04,479,0.5371679103536828,0.5743294979508369,-0.037161587597154044
2020-08-05,471,0.5103943305832425,0.5440229952910234,-0.03362866470778095
2020-08-06,470,0.5492751822787901,0.5846937311550658,-0.03541854887627567
2020-08-07,476,0.5797389017400564,0.6128054650469846,-0.03306656330692824
2020-08-10,476,0.4966642100645386,0.5272283503857572,-0.030564140321218694
2020-08-11,476,0.488593776411333,0.5291640498912656,-0.04057027347993257
2020-08-12,454,0.4015981231952244,0.4382762146156962,-0.03667809142047178
2020-08-13,471,0.346600102211163,0.39322936368094963,-0.0466292614697866
2020-08-14,475,0.42529347457209193,0.4603107385110898,-0.035017263938997845
2020-08-17,470,0.36292871910167596,0.39988077144851275,-0.03695205234683673
2020-08-18,472,0.36765084550111754,0.4051474592924803,-0.03749661379136274
2020-08-19,473,0.42480076990128957,0.4537403438591232,-0.028939573957833635
2020-08-20,474,0.3519069474326699,0.3911756828742774,-0.03926873544160747
2020-08-21,473,0.5358964002346849,0.5734155279605158,-0.03751912772583084
2020-08-24,477,0.34637355435852735,0.386930004035342,-0.04055644967681462
2020-08-25,477,0.4538358390038344,0.4841617922413177,-0.030325953237483393
2020-08-26,470,0.45573732751994533,0.48904293624526846,-0.033305608725323094
2020-08-27,468,0.41869416662925707,0.4584154987983097,-0.03972133216905255
2020-08-28,462,0.4292016356620541,0.45202004579120153,-0.02281841012914742
2020-08-31,471,0.46022979782061496,0.49170981043160017,-0.03148001261098521
2020-09-01,473,0.6062721517606273,0.6314606313600415,-0.025188479599414212
2020-09-02,465,0.9430794237066417,0.8938975498910592,0.049181873815582464
2020-09-03,479,0.4445123839547037,0.4684335686939816,-0.023921184739277904
2020-09-04,472,0.7697116552379449,0.7480768743033575,0.021634780934587445
2020-09-08,471,0.5567058456938311,0.5820703555898493,-0.025364509896018312
2020-09-09,473,0.5414899159074561,0.5486789220020745,-0.007189006094618489
2020-09-10,476,0.36604336865254766,0.39854783782643355,-0.03250446917388589
2020-09-11,452,0.5685430793646497,0.589392757456697,-0.020849678092047342
2020-09-14,472,0.4226852104746266,0.44790512793571974,-0.02521991746109311
2020-09-15,475,0.4635725585926129,0.48523322050997314,-0.021660661917360262
2020-09-16,477,0.4086797687729953,0.42713289055215947,-0.01845312177916416
2020-09-17,476,0.4618628209110843,0.4755034284583562,-0.013640607547271867
2020-09-18,478,0.8700821613642009,0.8236200907135554,0.04646207065064555
2020-09-21,479,0.4395654323982161,0.4681682240580186,-0.028602791659802455
2020-09-22,478,0.7214788979514568,0.703653298194911,0.01782559975654574
2020-09-23,477,0.35021226462963906,0.3815205117552272,-0.031308247125588155
2020-09-24,476,0.48784418998304346,0.5149456235859796,-0.0271014336029361
2020-09-25,480,0.5680661668941723,0.5924497876429897,-0.024383620748817548
2020-09-28,460,0.37461993621458134,0.3969872875691897,-0.022367351354608437
2020-09-29,471,0.3822387985619715,0.4131095513156814,-0.0308707527537099
2020-09-30,474,0.4403270241349837,0.4617847452109801,-0.021457721075996444
2020-10-01,477,0.4576194258070866,0.4796718901858827,-0.022052464378796023
2020-10-02,475,0.5843954505418769,0.6053679618041163,-0.020972511262239292
2020-10-05,478,0.4186219664759074,0.4332844946188499,-0.01466252814294251
2020-10-06,479,0.5356370712075114,0.5602961876404511,-0.02465911643293982
2020-10-07,466,0.5075673256576585,0.5313576825497563,-0.023790356892097828
2020-10-08,478,0.3749871516327873,0.40236544562114795,-0.027378293988360676
2020-10-09,480,0.3853997604401235,0.4130783279000314,-0.02767856745990798
2020-10-12,480,0.4936875203890874,0.5016376017966943,-0.007950081407606863
2020-10-13,476,0.3250629244248436,0.3499186811213348,-0.02485575669649124
2020-10-14,475,0.36924149856193744,0.3979314454784422,-0.028689946916504803
2020-10-15,478,0.3520132190872042,0.37795592632995517,-0.02594270724275101
2020-10-16,480,0.480442296781814,0.48567988870639434,-0.005237591924580357
2020-10-19,478,0.3623449350205219,0.392198312840007,-0.029853377819485164
2020-10-20,478,0.393342282808341,0.41045243811585425,-0.01711015530751329
2020-10-21,476,0.6312669403592426,0.6382585510550055,-0.006991610695762986
2020-10-22,479,0.3276591998495639,0.36083139912578693,-0.03317219927622304
2020-10-23,479,0.7254305893488184,0.7007307272178486,0.024699862130969877
2020-10-26,477,0.5660919801487411,0.5661476315559689,-5.5651407227902833e-05
2020-10-27,480,1.0762740863067997,0.9940087764146619,0.08226530989213775
2020-10-28,471,0.573043991784488,0.5859229017977707,-0.012878910013282794
2020-10-29,469,0.4952948346232139,0.5052645022810179,-0.009969667657804066
2020-10-30,479,0.7383278464568738,0.7375149070303328,0.000812939426540957
2020-11-02,478,0.7371642809400775,0.7408387536708895,-0.003674472730812073
2020-11-03,479,1.0011546342330708,0.9716478750339199,0.02950675919915077
2020-11-04,469,0.818777866225487,0.8135925536642193,0.005185312561267738
2020-11-05,473,0.5153977832234675,0.5326214883525843,-0.01722370512911678
2020-11-06,471,2.4899207702366497,2.4013124389348324,0.08860833130181707
2020-11-09,473,0.7008527028337026,0.7069064675448589,-0.006053764711156328
2020-11-10,480,0.5943644549185332,0.6094910378924008,-0.015126582973867627
2020-11-11,462,0.5318080247755989,0.5394961664573252,-0.007688141681726474
2020-11-12,468,0.6528751367526682,0.681054467651039,-0.028179330898370998
2020-11-13,478,0.6546223073878212,0.6773380213628823,-0.02271571397506116
2020-11-16,471,0.42489071622090596,0.4530012281316995,-0.02811051191079356
2020-11-17,473,0.49669118278420665,0.5105565282211245,-0.013865345436917854
2020-11-18,470,0.39524748926838404,0.4354140199783304,-0.04016653070994632
2020-11-19,477,0.38104263861117355,0.41207361758701466,-0.031030978975841093
2020-11-20,475,0.5757818319741497,0.6023488545354901,-0.026567022561340446
2020-11-23,475,0.7385065969263859,0.754490680437,-0.015984083510614013
2020-11-24,476,0.3950758692072223,0.42451632902184205,-0.029440459814619742
2020-11-25,467,0.37089054341668004,0.40888457236010195,-0.03799402894342195
2020-11-27,465,0.5320893817890378,0.5477757077087246,-0.015686325919686914
2020-11-30,469,0.44788306839002157,0.4866402695750356,-0.03875720118501407
2020-12-01,475,0.44287767840164993,0.47580170768934815,-0.03292402928769822
2020-12-02,463,0.4236337143513807,0.45932411964090536,-0.03569040528952463
2020-12-03,476,0.5571528620131382,0.5856291424276033,-0.02847628041446516
2020-12-04,480,0.40367320976311494,0.4323908275188218,-0.028717617755706863
2020-12-07,475,0.36816631561902385,0.40765787257702485,-0.039491556958001016
2020-12-08,473,0.4455647091030886,0.4711846747906698,-0.025619965687581195
2020-12-09,471,0.40946339825171124,0.4395094475564868,-0.030046049304775575
2020-12-10,475,0.37046460521655783,0.40109607829375427,-0.030631473077196464
2020-12-11,458,0.4426360645520392,0.4633092156221345,-0.02067315107009529
2020-12-14,473,0.49521538169236756,0.5310929097960709,-0.035877528103703385
2020-12-15,478,0.37160487247635365,0.40450929084261766,-0.03290441836626399
2020-12-16,474,0.40164698905966384,0.43829147431052906,-0.03664448525086523
2020-12-17,473,0.4135457550627903,0.44152581793163265,-0.027980062868842342
2020-12-18,478,0.40646685807831706,0.43111615423990124,-0.024649296161584195
2020-12-21,475,0.4032564399842691,0.43146250682300674,-0.028206066838737647
2020-12-22,479,0.399194749113128,0.43275491281012163,-0.03356016369699364
2020-12-23,473,0.28546622022877366,0.3286045753525004,-0.04313835512372678
2020-12-24,480,0.36455731458336177,0.3983540706189565,-0.03379675603559473
2020-12-28,480,0.32280246587847444,0.3546875313765318,-0.03188506549805743
2020-12-29,462,0.3328171540868747,0.3744883255811751,-0.041671171494300524
2020-12-30,469,0.36212697714550784,0.40203774929022573,-0.039910772144717846
2020-12-31,475,0.6462139740964439,0.6384463579244815,0.007767616171962556
2021-01-04,478,0.45677372896276025,0.4883236394153472,-0.0315499104525869
2021-01-05,479,0.9478626187081824,0.9305696780418697,0.017292940666312658
